date,year,month,week,facebook_ads_spend,google_search_clicks,display_impressions,influencer_spend,affiliate_clicks,weekly_sales_units
2022-06-05,2022,6,22,3056.886130049759,225.25570686475842,354489.09274291154,347.7568351406839,25380.17064085852,1590.8882359558413
2022-06-12,2022,6,23,1466.9816249486255,268.92964254047774,355650.91305491223,1024.9884049151065,23643.55618211405,1579.1431397573501
2022-06-19,2022,6,24,4728.676670917741,185.53637323241256,578556.4117163781,1122.1747165298716,23692.73602985406,1365.3647700271692
2022-06-26,2022,6,25,4190.254729648509,336.5990083677194,226421.95612603557,382.9299352996608,19281.21419952501,1340.2154467245243
2022-07-03,2022,7,26,381.86481120205,200.50949956414385,686236.7277595175,352.55585265525804,22324.524642888497,733.8208850700223
2022-07-10,2022,7,27,2184.4770356910512,316.6665001824257,890845.855800017,360.8708968646972,27120.32324811375,1096.7458540438997
2022-07-17,2022,7,28,1888.3116390604996,230.41398668724662,684161.0591104317,179.27892259534624,20034.048876724086,1499.6528365834988
2022-07-24,2022,7,29,3977.1362955751183,141.63164493465774,708361.322306403,881.2370484017366,23434.114698479083,1222.8393666830275
2022-07-31,2022,7,30,303.462737935265,196.60628825888756,242209.22264731114,1265.8919641030195,22294.302640208072,1434.5727908124627
2022-08-07,2022,8,31,731.6389778956909,435.2856675707128,325743.68580961984,1652.7352204163524,16719.265907744077,1271.1028730081807
2022-08-14,2022,8,32,2607.0089068950338,236.64944146344789,328399.4315571706,1519.0345456199443,30218.171433776704,1329.8921352173325
2022-08-21,2022,8,33,1468.4914763892746,187.41404756695366,347277.73839157115,1519.2137501268614,18144.037520965972,1348.5258930295029
2022-08-28,2022,8,34,3014.2121545601835,153.68910420765292,325449.44418068643,541.0116560638761,23714.614589360575,1168.5883980142257
2022-09-04,2022,9,35,2714.855203786478,103.02969271303782,170165.67213884866,1182.9679722877,15680.960835885193,1397.7975971501019
2022-09-11,2022,9,36,600.2895864198683,204.66626634905012,430895.95368354314,974.6531240838557,19956.631497338025,1394.6276533362438
2022-09-18,2022,9,37,2402.785197305912,111.77138632906086,591656.9357393289,110.7484545782471,26656.37552206001,1183.456564470333
2022-09-25,2022,9,38,200.51424288534025,225.62786148305082,876925.8449517962,292.3823807126005,17653.962550718938,1466.8374622994547
2022-10-02,2022,10,39,2900.419948344531,661.7478033449553,486775.211439562,595.3684732987094,24578.322200134022,1342.6862321546512
2022-10-09,2022,10,40,1893.6557037805978,207.05483944681833,325206.8252725895,1002.5681035291772,20684.792032586272,1034.619597553443
2022-10-16,2022,10,41,1696.4032640652301,299.5492526305541,454266.8358344279,1096.0981328139317,25401.56377478562,1314.3396931604134
2022-10-23,2022,10,42,2106.4525717654606,108.65321720674933,337149.38883570756,1002.0649795696512,21070.767160334697,1348.9315966084287
2022-10-30,2022,10,43,3306.773780533258,167.39983120946806,777328.8162466639,1128.834439307105,17703.42328520444,1404.1614668914867
2022-11-06,2022,11,44,1151.8655808511126,504.3244907230355,534827.3393955596,660.3484131397056,20995.51819726625,1184.7954993040419
2022-11-13,2022,11,45,1725.6969961452182,103.06583828484253,572888.6281236671,491.1281307181565,23682.628507736314,1641.2892400460687
2022-11-20,2022,11,46,1395.1320106539988,555.0885549550876,353042.51935692586,709.5962006256649,24671.961696207352,1081.5241844980603
2022-11-27,2022,11,47,1332.1007354628564,221.20385579125468,630811.3471140052,121.88941815960429,27424.09537831082,1464.0330832970478
2022-12-04,2022,12,48,1992.6113959155905,260.5507984979953,617680.370972265,884.0772447067002,20129.83429146991,1492.0717952923449
2022-12-11,2022,12,49,2307.2931171356563,250.67002212357264,299079.5897377377,470.21535346520125,19917.153696729918,1251.382461200595
2022-12-18,2022,12,50,1383.3412745147248,304.26808063277224,523444.53923305584,272.80546481451466,21597.61226791987,1186.1170477997061
2022-12-25,2022,12,51,1234.6665830497648,276.93967588094534,1113476.6994961996,168.83497215235607,20317.50297744632,1250.8355258685067
2023-01-01,2023,1,52,1495.783545070447,206.7383477023549,945574.2811712695,517.7280925967837,23459.452502821474,958.2602200170714
2023-01-08,2023,1,1,3599.3367451287136,139.08818175220063,237228.6689718828,294.5113450749324,24658.82485054143,1370.4206681859519
2023-01-15,2023,1,2,649.0046549521843,124.87083751495287,1099945.3318147736,1191.1991935614521,24097.904370464224,1372.4383954721502
2023-01-22,2023,1,3,5052.53932022361,360.73796349577543,453849.5474650897,514.5487638986716,26356.576854454295,1021.7591397287599
2023-01-29,2023,1,4,2778.1325469176527,127.49211763476175,458271.5375883391,449.21040844631773,23308.409174478013,1384.3958040844684
2023-02-05,2023,2,5,1676.7045156406602,240.78471083007352,450292.59654801514,208.61063915226617,31109.548922106616,1285.1154042823348
2023-02-12,2023,2,6,866.7599885703847,200.96239507763406,1062689.4391959815,419.97841043082354,25974.848199443615,1400.0856276002112
2023-02-19,2023,2,7,942.7450936645964,917.3677728573442,511354.6184917914,658.9822083180736,18504.918592437545,869.3270057457703
2023-02-26,2023,2,8,2719.127410344902,337.7919649570561,1226710.062770137,1049.1751718470337,23096.0258470066,1379.0538780852085
2023-03-05,2023,3,9,421.1451172179713,210.87384421944296,269789.73272614455,543.8089533759014,20357.529507267125,1182.0845428174935
2023-03-12,2023,3,10,1092.9238953423412,323.33321843865946,325824.7217796259,444.5106044606991,18986.952282099774,1141.6637657213864
2023-03-19,2023,3,11,1891.2388918162708,1291.3718473279748,453045.68505526555,392.72207279444785,33894.757249612805,1462.7682100217935
2023-03-26,2023,3,12,898.4476573207061,775.1510131054287,350120.85001962224,668.840697463925,20628.006160675966,1391.169069720854
2023-04-02,2023,4,13,668.6036983502675,289.1984930766038,333438.707933721,1181.6042051882966,29507.78569087274,1464.6389190700158
2023-04-09,2023,4,14,4642.313814488608,167.18218397740134,357352.95878519263,218.44767315578318,25132.375901317537,1426.9363984997792
2023-04-16,2023,4,15,2035.9403095799382,153.07440495113642,410202.0843960697,538.9460742251259,21334.1664606806,1165.5464195079596
2023-04-23,2023,4,16,1326.1691825021983,347.1128655885087,388106.3686185085,809.6994012713433,20130.74855609601,1464.5108154867617
2023-04-30,2023,4,17,1321.1365341844223,122.7646794495693,414808.09850947786,710.6360850310251,16272.967738262989,892.8654999126377
2023-05-07,2023,5,18,3974.63902707871,154.75196938657527,444939.0419795133,859.9820730732944,25948.722869864378,1299.0097293424726
2023-05-14,2023,5,19,496.34594955299974,279.57334617468985,232736.5788182622,409.86684828055763,24930.11869800814,1384.8571147939667
2023-05-21,2023,5,20,962.0365866076066,336.54202791945926,361278.43793699786,545.3881297314554,22494.29841570301,1375.3502398969931
2023-05-28,2023,5,21,1617.650382384274,379.7730349557756,737744.0662083804,1099.3368875041974,22173.417954048997,1080.5301310918721
2023-06-04,2023,6,22,416.5772826225107,279.4793421328177,391168.01545212814,982.1289566799773,12059.099126684561,985.6477506773739
2023-06-11,2023,6,23,1806.3234104171054,282.6284236251437,329432.23638125724,520.2896567130641,17914.749807127522,1466.3474555594664
2023-06-18,2023,6,24,1035.8025990047715,396.98620230116643,749877.3210799932,750.3468432949787,16427.528188709137,1241.600947487165
2023-06-25,2023,6,25,1266.4993125975052,666.4503144301865,163121.13824239108,1159.7192326270963,25812.93546014818,1174.3532265809888
2023-07-02,2023,7,26,2569.3647488647875,183.73565174249367,575295.6954923496,296.48533721923076,23345.3448870469,1228.468256919513
2023-07-09,2023,7,27,2787.236495728803,217.4513827752483,522700.8647431829,182.6202487054213,26961.304371533417,1413.6549885917357
2023-07-16,2023,7,28,1502.9422016774024,339.62319996350186,473189.14570304414,730.1877925539754,18373.46033336471,1334.9344643360294
2023-07-23,2023,7,29,3196.2655540864675,154.62545959970234,260180.7188330808,554.7362549683554,33944.608674445895,1133.7344276069873
2023-07-30,2023,7,30,1015.5096982266791,274.40824757126387,205857.06762392196,667.2588181735863,25948.41579395426,1227.3251131387563
2023-08-06,2023,8,31,465.6056658434152,555.5020875138551,299656.8780400906,576.3745715044292,27873.45665814293,1191.1194139352497
2023-08-13,2023,8,32,465.60331218392787,423.2555889452709,899720.8398846448,541.411929083915,13267.754622981653,1248.6785306183242
2023-08-20,2023,8,33,1437.07870521163,91.54161315594393,443283.03336891107,995.9352195021968,20218.330175190717,1122.5745593686188
2023-08-27,2023,8,34,3764.538260650323,310.79434631636815,833943.5629719219,391.0270159945191,30898.812716161294,1348.888451070254
2023-09-03,2023,9,35,3095.681227282446,584.1123135379978,309856.418426158,446.37241168893104,23549.18557382476,891.5663540317933
2023-09-10,2023,9,36,464.82159052890603,594.8676963299787,519005.7921808661,151.0261074657865,24183.985357510188,1324.971833239779
2023-09-17,2023,9,37,1179.5075879361507,324.8178068074607,462213.74719554785,618.7725456074661,24134.8545310436,1487.380023072551
2023-09-24,2023,9,38,2065.035782423755,214.7641693787923,326354.0528144247,1700.935152867911,23455.672205603212,1657.7220855061742
2023-10-01,2023,10,39,1544.1850884381581,299.97923918487635,286961.3206709336,348.35654808071314,18675.105917305125,1375.6825725557032
2023-10-08,2023,10,40,3682.990364988592,494.27124355942135,377625.8804395211,661.0825584298794,26375.300332275652,1120.236624340397
2023-10-15,2023,10,41,1158.3741322589847,144.99005099988767,465232.66270073503,513.7340323285642,28099.571840065997,1177.0387985090315
2023-10-22,2023,10,42,1132.9216311356997,174.972050531994,712892.8019727648,239.4445543884661,25506.66237514871,1265.1472284675826
2023-10-29,2023,10,43,2947.826057528334,211.71819667820014,1239073.7882718549,564.4676024016156,21665.819984370537,1088.7276915843804
2023-11-05,2023,11,44,1404.162457812357,230.3935110287442,283488.25357910705,1133.854925667267,22837.869957651335,1457.0474171050148
2023-11-12,2023,11,45,954.3358176874693,187.59418543349392,434736.80951676815,858.0373204660561,25487.724707808382,1232.3014019565562
2023-11-19,2023,11,46,620.0580756342807,178.64320898351528,731593.5634302319,196.74518286980793,29095.541448541797,1490.7567611743407
2023-11-26,2023,11,47,3799.062783018614,313.57916218157754,224649.7577855346,123.10117517802806,18973.480161677264,1211.457870521396
2023-12-03,2023,12,48,6573.781494563162,338.28404213446834,509185.25956479186,1481.322001252417,20839.979456502384,1297.8167089253543
2023-12-10,2023,12,49,2795.7853713288578,215.89386191524977,307372.7320065855,447.0391468560708,26488.27438085903,1020.1349888613332
2023-12-17,2023,12,50,1702.694598180176,299.3412307774425,394029.63729692413,682.2989264031778,23144.54961835285,1374.588878959434
2023-12-24,2023,12,51,1304.1781391647396,173.8304533396727,597681.2420953587,765.3377095393588,19478.145609912586,1739.3470606779674
2023-12-31,2023,12,52,582.0887490925926,221.04239888240326,240684.32808571178,1956.234938773299,17718.672993706372,1332.948227274266
2024-01-07,2024,1,1,1006.7521882777502,116.2252089822665,1071738.304888942,728.9099670198024,15724.774184681837,1308.487819916916
2024-01-14,2024,1,2,2040.3170400236959,190.89465202721394,247152.8961893854,801.274754205015,18739.355006012112,1181.9964534373112
2024-01-21,2024,1,3,2167.8259743759204,148.0527535417844,307648.7623679082,215.80726318956974,32740.474583216877,1197.198239798998
2024-01-28,2024,1,4,1454.9302477272508,349.2466118301498,280191.7150165332,634.210716219191,16267.838499171166,1580.9430921476735
2024-02-04,2024,2,5,1169.1256619843675,162.51417371179767,497156.4961001872,131.95290075441866,29781.236344527188,1063.8209512058127
2024-02-11,2024,2,6,1294.748158625929,521.9128872514817,811683.9632919942,792.6439132966988,27735.35341522291,1306.5925485290838
2024-02-18,2024,2,7,1288.8229460886673,302.6397811904297,129338.2099312759,509.6795421879114,18451.58940325271,1309.1203367493345
2024-02-25,2024,2,8,1461.1760401181268,314.3024000228812,410942.2190605683,853.1291818795156,27305.811865102536,1404.994687441878
2024-03-03,2024,3,9,100.46350213346781,315.54431982690755,279293.9988207328,250.89418908758856,28418.603574526212,1262.7803976717028
2024-03-10,2024,3,10,612.8936229069192,262.8907215869094,293425.82051962893,265.22726481149766,25597.763345836916,1050.9543759796925
2024-03-17,2024,3,11,805.5591196991975,254.42643607994205,879707.7221160161,758.6353849455182,23566.2535072876,1604.5523787807947
2024-03-24,2024,3,12,1764.7723451226343,146.88955382314052,670758.5563581664,929.5224784885064,31789.445049451137,1704.0766993452726
2024-03-31,2024,3,13,2771.583374448849,195.60368095955346,414694.02642313053,328.72301429721915,29115.575117591914,1736.6776478010129
2024-04-07,2024,4,14,1074.583014799264,416.2797166328725,485132.8463618541,694.883649490145,24477.158375964747,1181.7004414589146
2024-04-14,2024,4,15,1119.4260809799725,388.15349621596107,715584.2286114759,98.96353756216564,25786.478534792037,1549.4657515072165
2024-04-21,2024,4,16,447.54420264150554,273.1273912576571,285740.0716294893,278.68185732686635,18971.64886377468,1341.8453670476295
2024-04-28,2024,4,17,1310.9998136955353,186.53064096413746,834920.301228384,937.7691419006586,19878.72135515404,997.724786081611
2024-05-05,2024,5,18,565.78240740361,243.88785755997878,387807.93737982877,983.2703988810243,24212.55009114552,1612.0351579213939
2024-05-12,2024,5,19,526.6691522555307,249.37067899487127,275572.830835113,315.8920531759187,20688.433865225856,1016.3400543627442
2024-05-19,2024,5,20,3333.097278414607,261.257431310343,794141.105219694,343.9335817173698,25774.574062161977,1483.70684096543
2024-05-26,2024,5,21,5605.563890553155,310.4922547099387,695640.8861947785,1521.7398574970434,22161.03450910829,1328.612955481624
2024-06-02,2024,6,22,2024.9627116260394,457.5860090545741,355359.96453174314,1731.8495682405203,23302.728602473107,1066.1303913571642
2024-06-09,2024,6,23,1110.4805928582616,242.89603502354197,216722.47658923862,499.0626361259418,13773.33876738061,1411.1384067410272
2024-06-16,2024,6,24,1258.4094645247928,292.57372256343837,282039.59116984264,202.68455946111936,30512.276204442,1155.614322304376
2024-06-23,2024,6,25,1968.637324292654,422.5092360064964,363588.8014749921,1205.8529805864412,20391.138725648023,1316.7707130948959
2024-06-30,2024,6,26,2889.8428211311775,146.7542194878255,699323.0615813634,296.75712524412006,20239.43913329207,1485.7370596518692
2024-07-07,2024,7,27,4737.827148915682,206.36351466328546,349256.88193672587,612.3074428081196,27045.998549837244,1027.0690266996633
2024-07-14,2024,7,28,2126.7229162451026,312.9173461626214,480138.0995994619,242.92953561608235,21394.320232841746,1785.2337108890301
2024-07-21,2024,7,29,1251.4123762800552,335.71559553218003,704049.6520731733,248.56664280912773,21525.461052484876,1542.119891160326
2024-07-28,2024,7,30,5001.144193047127,210.7196579380349,338135.4968132796,342.2006610322025,24958.501160486885,1631.8597801173019
2024-08-04,2024,8,31,478.36021160098824,233.01184122556546,142018.47789495587,447.0529750806379,24535.71842678759,1064.2116224280164
2024-08-11,2024,8,32,3394.41803803999,106.17753825305245,1416217.4830071442,659.3216475117202,28476.474159002573,1508.8349713074626
2024-08-18,2024,8,33,1394.1176671410158,266.78180868074753,392317.7032947783,420.6532518533677,24599.31132955996,1360.7435122129202
2024-08-25,2024,8,34,2566.7376890850333,259.4113437288283,328620.1184419747,215.13738277922585,20780.0909070467,1582.1445639646977
2024-09-01,2024,9,35,439.0714362603752,159.49089008557442,263846.73337560333,1053.5389107184178,21279.923527451876,1270.2742621269142
2024-09-08,2024,9,36,2678.169602075917,235.3385002739401,482215.18585351575,1839.6882937372038,16101.659681594274,1503.3072335763286
2024-09-15,2024,9,37,539.3878954254217,371.0139153286891,924728.7174269579,276.6231882870863,27833.021414240862,1446.7705255712654
2024-09-22,2024,9,38,2171.303744665298,202.71701056464005,419634.8449595681,257.9677583057339,20081.356450724663,1139.7852129866794
2024-09-29,2024,9,39,1290.5192408129253,106.88159928246588,463297.2336003655,740.9525514059636,23613.983576861014,1321.2290739425612
2024-10-06,2024,10,40,2864.6745325921197,160.1246590946957,238254.29742220833,347.3281603280297,15819.83300840077,847.577054253522
2024-10-13,2024,10,41,3406.1222655458096,331.153639490782,355277.6294216904,818.9255267513936,30288.99860673323,1648.6800320052928
2024-10-20,2024,10,42,1925.0230999857454,430.1276565119655,371850.8086965909,392.92176807994304,19986.878566793872,1474.5566467803967
2024-10-27,2024,10,43,2053.4373134827865,376.04068612465176,484202.4773929277,874.9928949518538,18322.643300154505,1804.956102510539
2024-11-03,2024,11,44,1421.0696131070335,232.6296680951406,1091034.7678711838,656.1797798241377,15105.367745339927,1407.0962028497213
2024-11-10,2024,11,45,2023.9362580735026,216.03795304737557,598547.2717101609,164.81352587709438,20630.1208959832,1112.6842908954288
2024-11-17,2024,11,46,1740.313967635859,324.5255227092897,307994.9831630357,696.1471409854554,26029.600749109613,1465.790308218427
2024-11-24,2024,11,47,1523.0305185881055,274.7001378229036,485595.29156895616,310.9778763705308,18893.259122114203,1889.5867350434983
2024-12-01,2024,12,48,4033.012897103582,316.3812063635227,1804965.3690747148,395.3948176788077,15725.973657736717,1241.2939003097829
2024-12-08,2024,12,49,299.82898429586913,103.03209557788846,424247.11759411445,789.8043068692198,16586.736043423745,770.9755028919053
2024-12-15,2024,12,50,385.222755872068,483.0518738956693,251114.5428643441,449.2578261106068,22757.171132557018,1328.4871603761162
2024-12-22,2024,12,51,1145.7426308460206,110.73317970621355,169725.82586963548,167.1483863967178,25510.312619294386,1632.5007540128056
2024-12-29,2024,12,52,3635.0849966869055,129.93842129968968,213223.7550686802,231.46549002945264,21988.640369286783,1328.261957401398
2025-01-05,2025,1,1,1421.229844845636,417.2517392491102,416635.5544452704,181.60218922052601,17940.2812895219,1451.2959176122051
2025-01-12,2025,1,2,498.0046470131056,241.59169330173418,357864.41350084456,619.0032029963154,25142.176617749556,1150.6023976744161
2025-01-19,2025,1,3,1780.1761855319858,157.77082272419068,197838.22426040325,823.3906237803251,19910.016343770643,1739.7844039123838
2025-01-26,2025,1,4,1714.5127290140615,317.3677460078598,890789.4191777589,231.14557860366816,23693.503079357186,1317.5332186546966
2025-02-02,2025,2,5,3378.9170267773093,484.5323015438895,251518.959927972,134.49243312098042,31464.197473266082,1471.2493144668128
2025-02-09,2025,2,6,6124.441008247392,137.1400785098608,509605.5837730215,714.3972302564417,21461.002468854684,1179.431246779821
2025-02-16,2025,2,7,1090.2508568117591,200.52355631142674,300869.5820012429,243.71184393616426,22248.753725612976,1042.9967177975875
2025-02-23,2025,2,8,774.5597654338936,300.03553224579645,499404.7218923358,559.3280862394379,27305.07113168611,1067.2621625825207
2025-03-02,2025,3,9,1297.2288666722518,300.29940111685903,868942.1535327161,155.6015679506603,24589.974746408454,1484.6857681724628
2025-03-09,2025,3,10,4565.778437028712,387.66420981190396,509954.01725311263,901.7139121534851,28246.563711807634,1189.082981779683
2025-03-16,2025,3,11,1112.800322252505,238.30968421205523,667520.5848900777,1336.5886340589295,21787.351560170682,999.1516148090163
2025-03-23,2025,3,12,2669.146659573215,535.6229161826379,520968.5008145007,937.6049525416496,16205.164090351209,1473.886000722294
2025-03-30,2025,3,13,1607.6962165847003,300.3570374642837,610939.8135852466,505.9646740116693,23619.28123278595,973.6100288592972
2025-04-06,2025,4,14,2650.6806344418087,202.59135982451423,358268.2443019941,624.0226189336298,21573.706326045092,1324.6492617775937
2025-04-13,2025,4,15,8685.404796595318,353.83954454984905,766276.8467148734,1111.5701864848197,32378.175800241406,1695.1298235781492
2025-04-20,2025,4,16,2157.2154059941713,533.1643570015306,504078.54491132114,728.5350917270648,24969.647094060023,1437.4758984801501
2025-04-27,2025,4,17,3472.004062698437,130.59984760264524,590260.5287649478,1251.3079537234937,22140.20193973844,1338.9163678953753
2025-05-04,2025,5,18,5968.403563550705,245.9798521195772,338114.9326857133,949.9493175698856,44595.900786214544,1526.285031569465
2025-05-11,2025,5,19,368.71158778978355,392.1431028271064,1182627.8421073388,328.40702917535623,22198.069687484698,1367.288798434278
2025-05-18,2025,5,20,4734.412730010942,516.259727488679,460389.2371427578,393.3389409909256,20351.11953047118,1005.4189659604615
2025-05-25,2025,5,21,575.8346790065802,440.1663503988146,551246.6525312538,473.8226019898294,26708.586752668834,1026.9181401608548
2025-06-01,2025,6,22,6184.609207275488,496.7825731432073,181454.76578500995,379.25860091962664,23783.402624188067,1056.76900497003
2025-06-08,2025,6,23,5953.650956880225,140.74228853203354,717584.7518215232,306.42516890781604,15239.52125375048,1180.1702447232556
2025-06-15,2025,6,24,6908.435465744729,506.4918997445364,1079792.5307143482,140.85300308618216,24755.033619000824,1157.7151208369728
2025-06-22,2025,6,25,1759.6416514805878,216.8292571939397,473208.2503172389,976.2640093743,37072.09674833981,1389.7615073651366
2025-06-29,2025,6,26,2757.7549611139334,405.77391087410297,285544.5463753888,237.43323327602732,33292.07505360075,1061.3974024356671
2025-07-06,2025,7,27,627.9195734309045,98.03946070309603,575500.4314493879,1411.6948743333076,29627.03326868127,1292.8079346276527
2025-07-13,2025,7,28,2503.55030349785,153.8663881549311,727749.4626045871,202.35322061884938,29943.00999306425,1468.5855270189554
2025-07-20,2025,7,29,1746.26144460302,79.79046884749182,330489.8776017881,577.5238374516206,21294.348185783238,1323.0473043779448
2025-07-27,2025,7,30,1745.9211124529695,243.31887494724404,437312.76820722834,971.931063504023,24322.43329920491,1578.2040808013116
2025-08-03,2025,8,31,2902.7271796220684,255.24360600736867,421249.8999425465,904.7112236337545,19524.74663016358,1206.7651230501278
2025-08-10,2025,8,32,1461.3974312567302,117.26600369202532,387120.85156311473,578.9799216463076,17814.79891309529,1462.4591293918384
2025-08-17,2025,8,33,3231.1442220089757,264.93762846836336,310180.2536288519,200.78329933019594,26080.991384608376,1441.0448748350582
2025-08-24,2025,8,34,1804.4129440103866,189.19861797080094,470555.42161828635,76.8299015883843,23787.33806256809,1398.0934501449028
2025-08-31,2025,8,35,704.530904546103,241.54760084143092,702602.1189036784,1281.2629396205855,26755.249268204585,1721.7846295982408
2025-09-07,2025,9,36,2758.318608814327,807.8196039912923,457788.3214205689,168.2069898744214,23101.14218326852,1243.764042974577
2025-09-14,2025,9,37,154.79858168325234,93.53293667247873,1156397.6706413778,125.5158155774476,22193.39536680229,1067.6572847525965
2025-09-21,2025,9,38,1395.1855647046443,247.52043053764638,531344.0405035245,659.2266296700992,16684.650107709313,1136.7647255493998
2025-09-28,2025,9,39,1388.0438063308297,243.70409623523517,428729.6521136988,264.72475226862576,22836.37401591415,1386.1507753209435
2025-10-05,2025,10,40,2589.217137663939,808.2517311783461,321226.6656408039,1065.3892173156783,15313.80752935321,1259.012394877479
2025-10-12,2025,10,41,607.5384151346806,128.81788572851966,1077152.587888001,2060.220167699149,17121.844051172782,1063.510479255252
2025-10-19,2025,10,42,832.376898924448,222.6581998734157,193982.00136460093,354.31996751739985,35206.364394809134,1294.4705012927864
2025-10-26,2025,10,43,2862.7513883553856,133.11439724361497,383839.2526300271,1152.6270720810994,13375.647987728224,1367.798006872371
2025-11-02,2025,11,44,3950.887750029139,255.60000092243814,363686.3428236639,287.41055944246114,26675.86237311155,1542.7460072517674
2025-11-09,2025,11,45,2011.722418163139,247.78903755131054,957273.1703260312,711.0756155317754,20422.396806423323,1280.3056694868787
2025-11-16,2025,11,46,906.6109343878558,205.79444016067393,245133.74681788913,367.8085749035619,17879.35193061367,1092.474522732958
2025-11-23,2025,11,47,1510.511932246592,200.21370904531966,657531.0647606762,119.99571267353173,26019.40051535448,1584.3139635551993
2025-11-30,2025,11,48,848.4674328410417,181.21935436605804,558414.8356425376,777.0399564140633,27633.97861263063,1294.7517132666458
2025-12-07,2025,12,49,2213.642651762748,246.49812139684556,464477.12000143353,1208.7208855345004,20727.15083323258,1544.783483836071
2025-12-14,2025,12,50,5881.534907299434,114.16393090325629,1080504.2629461025,247.19453768607013,27745.430124921888,1606.4981150063604
2025-12-21,2025,12,51,246.49887306242596,260.30942460459494,1040243.1391426135,465.8091569965064,15618.413270500005,1065.3737884823097
2025-12-28,2025,12,52,1129.89305278235,323.1317624557397,206842.3995488021,532.6332682483329,22417.56619417827,1606.3117656020243
