date,year,month,week,tv_grps,digital_video_impressions,paid_search_clicks,radio_spend,ooh_impressions,print_newspaper_circulation,weekly_sales_units
2020-09-27,2020,9,39,98.4103700486346,104536.14069325755,22474.018942563114,697.5937917258883,58628.54074442564,198979.49558050238,13888.219838523697
2020-10-04,2020,10,40,150.3734574319274,145750.91257913964,27008.8504940055,204.92308760090756,34271.97108352819,210173.5154687627,13619.956262710732
2020-10-11,2020,10,41,163.78389905314987,173422.23875943813,22602.40954409947,474.29945153399836,58714.40800253743,205158.61050910136,13839.976129511018
2020-10-18,2020,10,42,58.810273350697926,171990.1777482152,31136.428831977348,208.90428328603105,50057.37985899524,164345.11334740432,13370.091442093808
2020-10-25,2020,10,43,126.9343730793562,57550.54087054286,23780.02763014318,652.1205518913916,49184.03054618835,192215.66653745543,13413.572439005264
2020-11-01,2020,11,44,82.97983611215322,339878.4226553763,35049.79462589825,39.85464443956987,43770.982977251806,157253.4531913174,12844.9448806
2020-11-08,2020,11,45,144.90340426946054,194634.67721925493,8983.556706635258,519.0598568289598,44470.23648962545,207137.30224255918,13129.40219215828
2020-11-15,2020,11,46,70.36568453307771,175289.76056195423,33607.691975828675,77.32899141072845,48213.729364216015,247256.7420409253,13771.642988173735
2020-11-22,2020,11,47,104.70311276333277,84688.1242136208,26603.161773364387,791.3781556343948,34404.00145299657,174707.32286135282,13038.231492340174
2020-11-29,2020,11,48,95.49237238714923,184212.32112633105,21585.214041392686,388.4783995433479,56563.38100003708,220808.13917896443,13613.515619918793
2020-12-06,2020,12,49,90.69374170267294,211962.07838673808,30987.75607958841,127.4640028304824,31667.084052427726,206143.1684509881,13390.73132415688
2020-12-13,2020,12,50,118.7497191001761,203278.70044563815,45905.4876201416,808.9967795246594,62446.394057400714,226992.9669070238,13853.12728122567
2020-12-20,2020,12,51,127.81428437780373,105882.24612932664,35127.86202598887,894.451092910978,41379.79849502277,185217.30460229266,13433.5767098136
2020-12-27,2020,12,52,89.32889624731136,227859.75332384708,21674.68876836935,345.062033817225,58329.442716335914,201979.22247009954,13560.368611312126
2021-01-03,2021,1,53,84.08890530584142,110719.82243255069,25979.434605788196,52.71407592280186,29704.494364217022,220631.73792051044,13628.349343981523
2021-01-10,2021,1,1,115.51815757843748,219464.4793014243,21876.539213965534,87.29627992597906,47038.9646458785,193415.5769007855,13292.946226702928
2021-01-17,2021,1,2,121.28769700702665,170266.18927590665,20116.2529045492,267.03595261474874,32639.96724425191,208109.2594487559,13364.166094948332
2021-01-24,2021,1,3,140.20485131555725,113593.21796596654,41304.92738864327,312.79479485914135,40019.40628387525,226017.6012429098,13459.793156543423
2021-01-31,2021,1,4,116.9438862160973,158352.2542071019,8565.676118622056,355.92820264539597,32124.548155545857,200178.28132836823,13062.910097443504
2021-02-07,2021,2,5,84.61460280417161,123295.32729255389,25370.407480421385,197.30182156392272,49468.26863248077,241536.10022297976,13790.99641654589
2021-02-14,2021,2,6,106.85614580288502,151538.74589378678,24995.93468946319,822.3443865590755,52227.61368398704,196817.3567696573,13842.40793497758
2021-02-21,2021,2,7,151.59725443933755,218535.5158341431,50740.60972162648,475.81114838858866,46720.1799640821,172430.75908813518,13318.33852343753
2021-02-28,2021,2,8,94.18730773648517,165015.7277085033,16618.53988969301,382.1533980246775,51332.26922837931,246001.60745247285,13982.986625014386
2021-03-07,2021,3,9,47.866165076413566,210378.57181792648,9640.128353170408,93.28396461770043,50482.35004198524,147707.96151686908,13207.89652225129
2021-03-14,2021,3,10,125.9838163667593,106448.99199659201,29651.677014189907,283.8248395584853,58876.58904254292,143666.69253610144,12975.57345203327
2021-03-21,2021,3,11,101.32535235513731,202931.15599688204,16347.03744633448,669.4248946154948,43530.9870106779,257271.57692084182,13505.869446847617
2021-03-28,2021,3,12,118.65861065180808,189579.028293736,11445.913508945123,691.1489587145129,45054.74079817456,203761.70375879362,13454.395248119896
2021-04-04,2021,4,13,102.37181838369258,175859.3008133177,7994.062648430955,106.2408633034748,46617.08090406893,164106.35380444262,13153.236170411685
2021-04-11,2021,4,14,169.69566173077615,134285.92051811932,39194.4560773845,126.35626441064971,41625.09586818736,193956.4280806807,13065.29391681059
2021-04-18,2021,4,15,111.37445087245777,195983.4381930052,19447.341201837316,286.6074988312597,38343.50116434007,210916.99527710397,12957.514604310481
2021-04-25,2021,4,16,112.3162909117486,139734.7366276436,29945.22921665959,167.85158500568286,56960.27582897628,199314.61219709154,13348.973009940866
2021-05-02,2021,5,17,138.0275635429515,114804.50693558765,11354.421977557613,1287.5367577976353,40654.72757656528,165569.4754906897,12761.695513861318
2021-05-09,2021,5,18,151.82726423296316,92099.43221416857,13155.393661031285,446.2280331501404,64197.37610920756,257312.8554545594,13854.357693842176
2021-05-16,2021,5,19,139.7823772831179,236854.1829245446,28350.941333221443,380.1673248487537,40476.7091554653,304767.0417205915,14648.956414532018
2021-05-23,2021,5,20,137.96966229129796,274595.4350577469,12835.731161900318,151.45390406408944,35606.75054238774,250956.9288142448,14533.177365121894
2021-05-30,2021,5,21,106.0758223664299,158034.90815487312,38189.90450646447,204.8644068559082,27477.956440503578,187091.39561202086,14104.917626207427
2021-06-06,2021,6,22,167.30540024690345,161726.23192485972,44696.387680210755,63.520425897775965,43598.250059096266,182326.67831975807,13711.908976475928
2021-06-13,2021,6,23,85.41323358760931,141807.10869892288,13757.114120684708,815.4536330935455,52523.42437356978,225336.05324880753,14083.29537107541
2021-06-20,2021,6,24,163.098112287201,275113.44629534904,40207.140758043744,696.7815439530904,47014.478553068955,153814.597437832,13330.130885867688
2021-06-27,2021,6,25,86.31261191811205,126679.31312873047,12053.993323044187,187.05279491803742,45588.087163951066,162165.04051585917,13210.579486058547
2021-07-04,2021,7,26,85.99763106786114,139986.43669040204,10266.660509589829,398.7230409783654,71160.63306846563,215932.7768424025,13624.591213001455
2021-07-11,2021,7,27,115.96444962110246,153165.8484215256,15209.605146659782,232.86602911029908,43391.540453070666,196169.6707510575,13492.574284908686
2021-07-18,2021,7,28,136.13957013206974,164572.88840409022,44580.03203087746,101.56549241213655,48933.22988775115,200281.52920600606,13320.22644614741
2021-07-25,2021,7,29,120.8954960083992,140337.99025373886,17346.582014761585,98.36796318163823,64807.8161217777,155172.6277408817,13168.948789673696
2021-08-01,2021,8,30,48.847829352179076,235059.54299348238,31370.27373384551,577.3867748725027,51371.56884812026,133279.33041990997,12628.31545349423
2021-08-08,2021,8,31,101.59207637271454,152344.34377320425,9781.577303531561,312.45889389995597,44023.63852059275,179229.56194473963,12479.368404370978
2021-08-15,2021,8,32,95.48361743240787,98918.23345084765,32458.97881565928,107.45016865126043,50739.44907229805,138028.15601469422,12074.090718073749
2021-08-22,2021,8,33,99.79860509476234,258107.78388339796,32294.338742692165,1018.5843971170286,40948.37636094398,193700.72586159175,12159.845160176696
2021-08-29,2021,8,34,187.46796556991953,143563.87648031555,32116.4160028152,1184.567829073771,60207.630316006725,199080.1419680061,12439.762342819151
2021-09-05,2021,9,35,106.0427650538643,149013.44344388726,18569.46949975543,443.63011500344146,64138.669788971085,193451.91999618735,12750.873109973416
2021-09-12,2021,9,36,164.23884728642926,159933.13487263146,13497.242179033405,430.4623620279052,39691.721220688414,218999.49913689189,12998.74183657243
2021-09-19,2021,9,37,93.70903509074876,181845.66599475892,6550.232967659878,593.8536628079677,39260.0660947709,214970.68303212884,13196.614728317716
2021-09-26,2021,9,38,121.28579855089532,112423.72273885028,13807.305968286406,921.4851458171081,40371.40334040072,169856.32014393166,12784.079499782745
2021-10-03,2021,10,39,139.32797885171058,152408.1901515084,9525.839245428559,133.29582371954382,60680.07973950919,178282.98582388484,12805.086565729976
2021-10-10,2021,10,40,124.4139683532422,159628.50363398946,11268.552890170544,601.508880741209,37990.259356785486,205118.33052246252,12879.421436647286
2021-10-17,2021,10,41,170.0792574108083,265385.29774238024,25895.5581290081,76.31280594489691,46117.48033795659,216703.738468629,13146.316406430698
2021-10-24,2021,10,42,135.4730834440173,164457.2512544982,28147.486211269592,113.60466773556142,50698.724035549756,267082.2809072341,13757.51579255012
2021-10-31,2021,10,43,73.97670246333092,128312.80822532516,47645.78817133992,358.863698807091,43912.433614623274,284925.7775714879,14605.792576357948
2021-11-07,2021,11,44,122.61250896748076,223123.08230231394,19586.828156325733,320.26110845134923,46674.22337268785,200923.91917805132,14268.250825681043
2021-11-14,2021,11,45,117.23887881377551,172380.6413740444,36831.78735208356,820.0597117592465,57024.33329918351,131305.13575270708,13561.12085117144
2021-11-21,2021,11,46,115.77937144107482,87408.29156156915,13706.31096794242,232.47041572479597,46315.80736044145,167604.88568284476,13326.007672478952
2021-11-28,2021,11,47,87.32789319205435,180755.12436195282,15997.748452182877,127.61143792638427,43985.55166968787,216429.9938083412,13244.993653404408
2021-12-05,2021,12,48,87.1249577761273,215409.26922467886,12867.35338833682,338.86497585755524,48819.87168225099,180046.09386312595,13193.128909309178
2021-12-12,2021,12,49,91.4939779418474,158256.2496057377,35362.5542615508,544.9739278805948,31942.90684708194,212350.0381278017,13093.092649394743
2021-12-19,2021,12,50,104.90265827180316,125307.22339783172,68722.4285507008,452.8901918257222,35916.31642897855,205262.7436010095,13038.125797569348
2021-12-26,2021,12,51,173.2208802328918,209243.23340972306,12929.72802668607,1014.1836029828786,60056.25681404151,211331.25545473234,13521.388833832987
2022-01-02,2022,1,52,119.89900256522917,272233.29827073525,50811.30726104407,697.3863644629134,59075.07835018438,222609.87689162217,13826.005811069155
2022-01-09,2022,1,1,145.35858997207862,203950.36433833715,40610.88688626196,307.4235886005219,49417.56242285882,219699.96070142984,13938.091716179255
2022-01-16,2022,1,2,104.26268849193161,77358.7888988156,18688.39897114611,114.41632022627948,60130.867213807636,244691.48266742603,14467.456048437398
2022-01-23,2022,1,3,112.76719297134444,267491.5500208479,11390.312312556292,222.22118328897716,48457.27828583509,193638.70269109315,14199.671715320557
2022-01-30,2022,1,4,122.89532633741307,265143.11918358825,49041.008681387415,446.3599101340944,57720.21420367381,175080.25762567722,13908.149311550942
2022-02-06,2022,2,5,159.721681576105,178382.9501201505,50434.7362170435,357.44963050244604,47222.20783879146,193237.82288767846,13732.976928446307
2022-02-13,2022,2,6,103.92052493245063,162798.4134166725,48620.709326752985,592.3567242898037,41155.59656435296,233800.20557034673,13734.051976414794
2022-02-20,2022,2,7,157.3577077526815,102373.36238173147,27916.096118942965,730.2020072192196,64011.39187978295,252134.235971559,14734.407248158755
2022-02-27,2022,2,8,114.78262932199615,165188.64703722578,21702.169173247035,531.955297068873,64747.13337473742,277984.7150054507,15408.898440040273
2022-03-06,2022,3,9,161.38402809733216,189730.7721469223,23965.982603206954,677.8136906023077,51567.797891579874,264065.26879888447,15502.597409128437
2022-03-13,2022,3,10,129.0288064654586,79080.75100859987,66205.84431176727,595.7803834057917,52176.380023057485,225161.3030152878,15430.509724343328
2022-03-20,2022,3,11,146.33855575658708,210395.12664819037,23373.656530701122,582.6847431460932,43882.59994707195,198330.00677877155,14830.71188180952
2022-03-27,2022,3,12,149.3832563907956,173963.0996813721,9749.350579399968,768.376087271072,63667.57026802895,232016.351326126,15188.524270462145
2022-04-03,2022,4,13,116.5487270746588,146512.49341067593,7558.123387258742,325.2938721801977,51130.47099171445,211123.75618724767,14894.983867079194
2022-04-10,2022,4,14,78.01266728840415,128202.67165798717,15125.852230479513,42.493507396708495,36585.81569691524,283920.9919481446,15255.6788367121
2022-04-17,2022,4,15,126.75217551327655,188047.19448491052,37285.869780819725,1299.0691554108123,41008.65327507518,190036.68674944923,14491.812235525796
2022-04-24,2022,4,16,108.01305173484957,154971.60906239835,25695.119767295415,161.75695044411705,56240.45694989049,192498.6970344477,14525.130629769332
2022-05-01,2022,5,17,138.70582599041995,214133.27452389355,41358.44636322177,342.84789468253723,51487.50263528187,201222.68346638698,14248.409255927629
2022-05-08,2022,5,18,110.54091410167318,202793.8593303937,19999.60585559214,227.00953949848858,53003.00706392035,303349.08932095795,15118.62075338111
2022-05-15,2022,5,19,195.28421840340874,202281.7211943251,31545.772264505056,432.16498422369796,43117.73632023483,216295.9820643995,14973.297983945307
2022-05-22,2022,5,20,106.68557063102713,401826.43050442496,34826.23773280189,9.442497183177794,28069.526578813573,300622.27844466973,15425.511330260817
2022-05-29,2022,5,21,137.93328401956873,155078.25372510476,18586.060645401736,468.2695149307501,57389.00721760583,223486.03876735462,15180.96617849687
2022-06-05,2022,6,22,80.28460723777926,176600.07453626653,28198.155577628437,281.7625384152195,56044.41414890958,220059.46786971495,15395.517552242389
2022-06-12,2022,6,23,136.92611986404532,319935.28770135716,22653.582477825857,672.4512116001299,62589.06142107565,226601.41698738298,15350.151185164346
2022-06-19,2022,6,24,80.41221916915639,113791.26362876757,11975.84714149229,362.88493154513566,55619.48078640797,306926.64653489296,16241.761002829835
2022-06-26,2022,6,25,123.35551409159552,111439.20898866319,17944.17000203971,494.344055905953,32417.434891585443,201850.6963020427,15404.082517927118
2022-07-03,2022,7,26,66.8732481297328,386636.5283693141,27977.253133832048,52.439393923280164,46891.477567112226,213220.26828986808,15095.806110266174
2022-07-10,2022,7,27,83.55466451615109,213268.63286099877,9667.142349900012,553.1300966162158,41518.305932052135,109650.46030944333,13755.403757982249
2022-07-17,2022,7,28,63.939058254620505,133481.08054145984,9113.199819100399,141.8175928923223,52456.30163167068,260275.90797907842,14459.505228729087
2022-07-24,2022,7,29,152.76623886850825,191599.89349792962,32257.439887571585,170.91825317674156,42379.659282398134,200902.29413193744,14096.063263037144
2022-07-31,2022,7,30,151.3116120706532,187732.38466614764,24939.75179055332,466.06241886019524,58764.32863959422,209978.74605087205,14397.133865251506
2022-08-07,2022,8,31,64.01855430871628,156955.0705931648,26158.77703447067,458.67966874342,40208.53719709201,193758.40126535087,13781.133240516567
2022-08-14,2022,8,32,129.21780738260685,172178.50342785224,31278.649665319295,228.47900722156052,41011.376625531964,182023.9351106123,13459.905770321262
2022-08-21,2022,8,33,118.69981928014748,85440.92664906349,13500.736806039791,437.88250071018,41998.29163368019,162437.69009918236,13044.44458042202
2022-08-28,2022,8,34,143.86018345382055,161404.8934012875,21386.009651195538,178.6412757236177,43119.132056227245,228860.23426916136,13330.571036255786
2022-09-04,2022,9,35,113.36135376180206,140795.34175702606,34084.368870387625,159.6896578747807,55765.33224088085,155767.54461339366,12947.225135151562
2022-09-11,2022,9,36,145.15957588506006,118682.09215586464,33067.407145356265,378.0171412430859,49652.204150711266,162025.6471165419,12524.942772467355
2022-09-18,2022,9,37,70.91428733168993,129255.28143093135,24298.076105937864,649.1079929312093,60551.27268943085,161114.21197015644,12682.758162877899
2022-09-25,2022,9,38,128.8037251927773,260613.78545336737,59615.68349041763,755.0596337799864,49515.29453294346,265593.17424514313,13522.283229851459
2022-10-02,2022,10,39,157.24633156217334,99182.45039768609,10751.18608918192,282.0438025462199,52475.99021143002,158162.526790489,13151.340826760988
2022-10-09,2022,10,40,147.37482597722376,271006.96878469334,15049.923577088775,73.98606338620256,61082.249441811415,152210.1828311582,12749.817239750726
2022-10-16,2022,10,41,56.54870751709573,159763.75924817027,24362.08772624349,369.73819859260334,66856.56153108232,139426.5450091563,12656.776972740312
2022-10-23,2022,10,42,105.07307352978016,285196.868852712,16489.711686301882,840.5456770813691,51306.495541930904,244879.43841499678,13281.39859929403
2022-10-30,2022,10,43,122.54769951915429,315083.5956772414,28015.575512917087,761.3104821272331,52704.0444171437,199390.9630496263,13221.741708939635
2022-11-06,2022,11,44,107.24033567368107,137678.38310861212,27003.283645790652,1209.4584059280728,47921.495632772756,186256.71655464894,13055.27601016013
2022-11-13,2022,11,45,147.127915503315,136515.31695091902,17039.269046973684,558.9551645237485,43133.00715686611,238029.38872938964,13383.04732324836
2022-11-20,2022,11,46,114.9989542308547,191071.4955089654,8045.020232050173,141.55747910467667,37216.54309932195,190158.59312136,13191.670949010302
2022-11-27,2022,11,47,142.2427881925776,118582.41384831046,49235.580169902925,114.87923819622804,36776.444824906626,285373.26120211167,13837.74174025253
2022-12-04,2022,12,48,126.98598580951528,251756.1836792991,18445.034544563394,149.90823992652875,57809.66827589452,135700.33170725597,13482.776329291579
2022-12-11,2022,12,49,33.537224649558254,263843.4514466353,13695.779916322708,626.9472235317495,62414.494763750015,165570.07253305297,13179.297696868538
2022-12-18,2022,12,50,170.12932255789806,118263.63884775003,14266.66171123124,597.3713170757176,62735.61513343369,138707.87011581447,12612.247406999728
2022-12-25,2022,12,51,135.0263926172233,112176.39669149641,21282.32404711281,206.56448262614919,54555.69103151164,194433.36602872776,13053.515455695162
2023-01-01,2023,1,52,116.73883291820036,152764.3164178875,47014.02593202801,537.3313327455801,48549.22538960614,184574.60886910645,12824.168814951623
2023-01-08,2023,1,1,126.85882704217153,92909.37044144355,16700.508737228363,271.057202064225,54523.91380631639,154415.03829187382,12669.10298024917
2023-01-15,2023,1,2,101.3620839670284,238616.51411344708,15517.552272056884,260.6113026845844,52323.81760897047,261534.94172661533,13356.634264333828
2023-01-22,2023,1,3,117.12351029779717,179740.783185082,24622.15697915884,319.0229910686461,31779.18165051676,166302.18049634568,12814.722494504444
2023-01-29,2023,1,4,79.33195468937436,198828.27946384533,10946.516742442556,46.98789965723697,51095.55773735226,174095.58181714092,12775.938688579148
2023-02-05,2023,2,5,117.60860680177561,158714.58456082796,8226.373327433777,396.1090582426769,43249.55353547307,131270.06313257842,12093.121858698512
2023-02-12,2023,2,6,76.39599025065496,247235.0559772244,12584.28849385774,280.1019168344191,45546.928196057444,250536.9740710055,12757.963083495006
2023-02-19,2023,2,7,160.137533465509,109643.84473371795,38557.892556415434,36.19305743190627,45401.8322026312,231087.8576442072,13251.541293704475
2023-02-26,2023,2,8,75.90423137614427,180995.77484599678,44453.35806739429,99.29062406896205,61284.08646521041,185955.64409720732,13354.065868457192
2023-03-05,2023,3,9,114.12193433919633,110748.30396312797,19678.189641748253,578.8600886787473,46441.56865082558,144393.3720606946,12830.437681924212
2023-03-12,2023,3,10,72.86599080245743,224717.98372584325,20796.84119618805,342.272868431418,61740.69998871763,168945.64829086067,12750.029230275717
2023-03-19,2023,3,11,179.90634555202732,121138.92360029077,33506.38848546389,254.72987660581947,58373.15038922686,248727.06012761558,13734.299084490929
2023-03-26,2023,3,12,86.05243844864125,298760.1944018192,28418.198906687627,109.41890643789674,58036.711442353095,309782.3890793377,14679.571943186078
2023-04-02,2023,4,13,160.1068935701255,144422.0172571775,12733.080710075299,442.4930123675117,43762.314094011155,162057.02479319673,14086.121257194904
2023-04-09,2023,4,14,97.81867426204528,156292.41103741986,19600.217230102317,469.9387914845513,40749.120525923376,223752.2806516555,14014.202385004746
2023-04-16,2023,4,15,123.67154009337678,192820.0712011034,22248.51946003594,333.2312027632979,50577.32849419486,243411.89166153676,14329.369550915031
2023-04-23,2023,4,16,116.35983069933157,143890.1551666449,17656.84821351248,437.76159961528725,54804.488971430386,165402.31598013593,13960.222577040042
2023-04-30,2023,4,17,122.15647989105528,284330.90431896964,29271.70912849433,981.4371108573246,63689.622145803056,214117.29100524043,13952.561901405019
2023-05-07,2023,5,18,107.79575736018072,306028.191784997,31560.578476221504,383.31783803629855,64928.03243055773,204963.32382601057,14209.968955189092
2023-05-14,2023,5,19,155.21303667076592,127345.79443387118,22266.56441508463,571.2781237379701,35519.417196432616,295099.0983313022,14849.446301646984
2023-05-21,2023,5,20,165.50415125570598,146293.93930434668,26865.297321634527,577.9620043216513,48276.79024315784,209498.49091857576,14402.804729900396
2023-05-28,2023,5,21,120.36119679991388,167851.37656893363,9215.508437675104,67.23302883295209,38248.39345068458,201460.8176616167,14143.552472363386
2023-06-04,2023,6,22,133.15887496327306,333039.0824127886,16070.149886748883,1040.103572926213,57475.16736919505,245752.48129057424,14680.510425693372
2023-06-11,2023,6,23,127.17625449371026,268128.9579311377,10961.112694649155,562.0419601076829,58191.49951086423,198904.64194609347,14423.19081079721
2023-06-18,2023,6,24,187.42857249106666,144365.39361785757,24405.719333765664,268.63895489957133,35149.58972972204,184571.11998147864,13748.313558627742
2023-06-25,2023,6,25,163.61204301335627,282057.2820413404,60326.384567952526,191.27417972673697,57012.95590078284,178803.2684141835,13799.298524842063
2023-07-02,2023,7,26,152.10736524908782,169292.10363407276,18203.88262214543,495.305928447528,60696.19301409035,217971.2814271164,14003.206164003925
2023-07-09,2023,7,27,124.82160428408633,152067.30472673653,9813.404697747968,313.64429946516464,53941.47517900206,193460.11655627724,13845.759634005703
2023-07-16,2023,7,28,138.2948621326502,281062.64681263117,44936.56236920198,310.94636023855304,48195.82719599774,177498.61426531427,13598.763304651637
2023-07-23,2023,7,29,113.84753529877986,203773.451822363,22609.28455180881,242.98475804982112,47518.9767541644,181030.4749804377,13418.168398878473
2023-07-30,2023,7,30,90.87156944508598,342454.8628920443,31479.795255758123,301.4858718284838,44141.73404626367,203926.17323874676,13241.774975650636
2023-08-06,2023,8,31,85.40366039047875,132532.45785245454,21336.943101390323,523.9931523214086,25978.348950711217,256182.64952956146,13482.490674758332
2023-08-13,2023,8,32,163.13720548941916,92249.62698095724,50745.72023030762,156.2177799327987,48977.69644162261,137890.22753558325,13075.369483882323
2023-08-20,2023,8,33,107.19459545951835,189469.9759176851,16687.261635021936,360.7859272872504,34660.44546511391,179730.7083071768,12535.237142858905
2023-08-27,2023,8,34,131.73967228727008,362284.6802232699,33403.050395914965,127.1344836983763,69181.64579413332,142419.7752101403,12394.296048792887
2023-09-03,2023,9,35,131.11938360855493,162007.43524633246,20460.199151290817,2398.9548001197923,51773.97829982397,234316.44300791697,13174.418020010029
2023-09-10,2023,9,36,83.38551156186422,200635.84459134054,10561.6564270434,460.4347008077307,42956.869382068144,195337.26289420243,12975.236350755195
2023-09-17,2023,9,37,110.2667717446087,115155.95453259576,28604.86368708759,273.3029301495892,44640.565927726355,226588.616628317,13523.071404133772
2023-09-24,2023,9,38,127.97146647430684,167200.808496069,26949.45573155841,503.7579230013531,58214.67260029794,147308.4276912927,13059.839918516844
2023-10-01,2023,10,39,72.142590055184,110973.00214446647,16343.890078099605,173.96166259093536,39730.24451933311,198733.84564308834,12857.807249545942
2023-10-08,2023,10,40,147.5123575855439,212437.55073685423,14653.537547572838,94.04060829266261,37289.52632156361,186871.1737418134,12594.594225337838
2023-10-15,2023,10,41,121.0037988797249,104065.55141748274,16086.268092688042,548.8128495971328,46034.28136173257,232431.8351152446,13094.513405889096
