date,year,month,week,tv_grps,digital_impressions,social_media_spend,search_spend,ooh_impressions,radio_grps,print_spend,influencer_spend,weekly_sales_units
2022-08-07,2022,8,31,329.06254757080575,201657.2032195002,20365.52408369738,15649.041139040432,25724.041189586344,27.690878494106972,14822.659385405439,7965.572178193465,17689.93374301635
2022-08-14,2022,8,32,179.2433656076733,157485.13887229114,20972.366922450496,18434.244360328026,24665.50311040052,222.8053950491547,12378.535366581065,7638.324514101832,15318.18172823306
2022-08-21,2022,8,33,479.75084918033417,146397.84514602713,23223.671908179,20387.526312470687,48174.48309293918,17.2919918065234,12252.195719115974,4419.554158734179,14543.632694209413
2022-08-28,2022,8,34,61.909881375630206,134817.64016891975,20536.699492513602,19132.75203553212,15973.549591517614,143.82849259361348,5901.116501934374,19927.633036654654,13601.387600907383
2022-09-04,2022,9,35,374.80395878348156,264507.75524533994,23479.69413726882,19065.860444345635,27111.41627205086,69.61380601520372,17514.312297096658,8062.109308711075,17132.051891342748
2022-09-11,2022,9,36,95.0041996125605,83167.56069993593,22200.84288579512,10697.88419810402,34646.66063316117,245.3321698469443,11717.350798715708,8626.443979311245,12903.35996111952
2022-09-18,2022,9,37,161.48400064559291,163573.0755058501,17928.76747735377,12444.760336068794,12671.852898987712,221.99524818574267,14108.30544373454,9519.951087523663,13277.074696735863
2022-09-25,2022,9,38,220.2668525271947,177135.13313727806,20901.158273531328,10431.065840855454,51696.02573502189,62.652485724641004,14555.167453937895,12970.641257407999,14627.827491143506
2022-10-02,2022,10,39,178.46985244520263,134074.91513930223,24556.27125111596,20388.16754961061,17273.267260064556,133.34605758964742,12608.441194090374,3389.960157711156,13518.861563620405
2022-10-09,2022,10,40,497.05286551655047,259781.69761776476,27465.367070105993,10889.166883501668,17880.56957083325,163.2610468084921,10305.454817670969,4107.751435839957,16483.96812564009
2022-10-16,2022,10,41,352.39825824357297,112822.90485049791,24406.174058430333,12566.212599764396,9334.341222446888,15.978153509562167,11884.838900170143,3979.8064871382594,13048.623025567447
2022-10-23,2022,10,42,345.6266540293767,190651.84470502168,21801.370556190785,12478.335636965478,21511.153955235375,132.61680157116157,11526.365779468428,5508.6977466634835,14128.613908504834
2022-10-30,2022,10,43,483.3432892628329,174972.65244998393,12504.297011964438,14893.985317533252,25704.240534744855,15.404658732432457,11116.152676345433,13132.535090558229,14234.87557564374
2022-11-06,2022,11,44,194.5838236730321,242020.98582320483,21515.406512554047,14885.490316604155,19513.14482011648,21.705593119187785,11703.295412626454,15304.192533962454,16439.460072686674
2022-11-13,2022,11,45,1019.304139330923,188072.9089663026,15505.341194919163,9334.768399962466,9658.90763559795,91.38426312255069,6936.918842672936,7850.708025337847,14903.710117476421
2022-11-20,2022,11,46,483.7458220861514,227276.0256399617,18339.59064817972,10999.245610764538,26187.5689480788,60.55663405309224,9479.18560292087,3038.945375960891,15721.653816104219
2022-11-27,2022,11,47,342.0036259400367,193457.8521623996,27844.558649319337,17888.278160631635,15338.042375428284,358.3454804688552,12831.827299486002,6654.492776735654,15489.825166943147
2022-12-04,2022,12,48,248.97621199248545,89327.50016051234,30331.45390682695,13502.597441395294,9686.788511334295,88.08497305868867,10598.148387835696,12797.906095480155,12182.481172374604
2022-12-11,2022,12,49,54.542607419753786,131041.82656506887,29424.342750958698,16997.72627990929,7062.266596055964,204.29712587069187,4345.394514144879,13708.27863687452,12051.438454253153
2022-12-18,2022,12,50,76.44592423133024,75656.00606441198,19428.873666402767,13331.354823314578,16784.10124163359,60.84991157991023,8058.793901455819,4638.817304016122,9854.864398935511
2022-12-25,2022,12,51,97.0726548883024,204495.42708610234,21873.376866112012,17491.965261501555,36094.32314600924,43.577512944520606,8200.480373218696,15163.577945852927,13729.417397799267
2023-01-01,2023,1,52,164.45927031906587,90127.02808002311,16402.3129347061,12518.359962028404,28773.08370323167,109.89134639008776,6669.958285124041,19473.129230223603,11598.809318060945
2023-01-08,2023,1,1,284.93033319964627,192953.48004502314,17632.530044097643,21296.821016447768,10944.216586646806,123.28528142497643,11362.830557552474,7313.218003000788,13578.739276196628
2023-01-15,2023,1,2,296.310316806887,96147.75613362114,20180.793632960536,12236.943581932064,36498.584501627876,51.68680487518364,6416.979537453014,9379.044790287027,11619.199732119368
2023-01-22,2023,1,3,548.1792087380929,224807.55630349557,13748.85565509997,20946.828685574044,19962.886360927263,638.8011948955057,10495.20419631825,2095.775975331711,14499.81806899248
2023-01-29,2023,1,4,72.54670351714373,146649.86283204157,18741.115252496536,14446.116819704563,9729.030090112989,152.19751841825524,9138.033879286235,27093.85040277605,13601.90182897638
2023-02-05,2023,2,5,70.66314417127955,154115.78300933327,15085.97903037974,12158.058972953891,16926.79535624471,375.7238679487121,18020.072232841572,6156.072012259787,12928.295322909536
2023-02-12,2023,2,6,307.2415595887593,298419.0225126796,18395.536783075826,14591.006840357757,10850.154605345548,73.32508617836598,11666.976426903118,14464.108479838047,17221.402414931676
2023-02-19,2023,2,7,431.71586618587685,131624.8822901438,16165.52742198011,18008.694214544208,39038.958389389925,78.6658189561813,11109.525961168743,9259.438038885275,14373.36540615444
2023-02-26,2023,2,8,351.12726636914255,215227.3006676619,22053.429968317363,10300.7356005593,16269.053882220347,33.9654970764279,15759.802477215997,10568.843249809835,15388.93867017523
2023-03-05,2023,3,9,217.42012672921518,122275.34465394147,16302.166929892981,18470.744624227485,23283.35065368309,53.31874319535718,7815.775544519915,7088.483598612526,13091.225654321624
2023-03-12,2023,3,10,188.30763635278345,158797.26281646555,29107.578451040343,21842.893212773793,12765.532667321184,70.79854533918763,9957.667711368164,4798.12893687757,13420.981958316286
2023-03-19,2023,3,11,126.58571331364287,169116.05329984572,24046.895187867227,16192.851432146277,17931.812156011878,195.9726763236131,10590.91806491775,16701.468292203885,13932.638907677596
2023-03-26,2023,3,12,339.6563173828472,122233.5699504249,25866.89236973799,13421.075714222825,15235.046461980108,51.355335641993584,11004.359393873861,6551.508577744372,12360.022383137157
2023-04-02,2023,4,13,153.32430847125775,285473.9764440264,29043.67995195157,15598.619507889021,26931.003800119834,200.16672013158563,16225.73471005946,11600.564230195976,17232.938768091026
2023-04-09,2023,4,14,126.34059549970704,122761.78105974528,30351.46987955766,18844.39144570466,10428.09195764477,132.99835531366818,15557.933752154659,3669.7453731920896,13977.14272999808
2023-04-16,2023,4,15,365.7513837435599,151929.80488278807,15937.214739824454,11603.388312449692,14911.65988536205,138.8000976850602,6665.349471645744,7034.663928715437,12953.294605612497
2023-04-23,2023,4,16,210.88384344602875,256492.70359430762,18547.94726930975,16972.226641607787,19244.637448791465,88.84291607364351,12047.197796483006,16098.78996691331,16288.212142289824
2023-04-30,2023,4,17,469.64279776121805,72448.07127102734,7609.497654599731,13942.920421657107,38740.80162309004,41.28692203035203,9702.35081812975,6832.828131487194,11822.796566283143
2023-05-07,2023,5,18,129.52275610543032,146275.36980325362,16582.265929328856,24316.39565514128,14295.090759268049,221.5947952346013,10499.813170396767,18111.338215614884,12760.261636129555
2023-05-14,2023,5,19,191.46515635869602,223369.65734816424,28683.25032699917,7236.289349409449,10531.965724291014,155.9974819784387,10643.298846204685,6131.685478493543,14655.213458021333
2023-05-21,2023,5,20,409.4550286786487,429166.02153906977,26442.186643568282,12294.246268760338,38017.30345561349,81.14290036315768,6443.582445218957,10673.526725507716,22346.775560261063
2023-05-28,2023,5,21,403.5060604740805,181511.04828728447,25999.591402811286,12954.804902474341,17891.493973087017,68.19487634854514,8624.654246811731,11288.038847634434,17756.08056893245
2023-06-04,2023,6,22,87.45694572232124,138342.7138978223,16549.410497566456,11418.635227460194,44329.64798644059,55.69303625013114,10682.449747805562,7666.439205888007,14737.277837078074
2023-06-11,2023,6,23,557.6606205673954,248338.58403739618,21214.732930619393,18814.06631380418,33010.992851917305,121.05581911447027,10370.709976772368,2753.207092446748,16975.972234531575
2023-06-18,2023,6,24,275.79025100330426,191145.28199898687,19093.85902198291,14202.26351246158,4907.062661266729,41.81042778509983,10045.078569808295,15442.8576924912,15724.244100421443
2023-06-25,2023,6,25,310.1510341140895,91038.64948089198,22584.006465893915,11234.263481491978,16241.238227869235,52.2283393810985,12258.687101027308,3050.2075640299067,11970.195467714188
2023-07-02,2023,7,26,184.5303897813772,135463.40958669575,19655.647186022805,14185.84036626672,20081.083509101747,190.00315100754142,12701.9387644852,23603.766202677096,12482.72107660738
2023-07-09,2023,7,27,188.2487554274431,180423.4150574498,19635.050761954644,12784.566629572577,22662.18346462648,150.25178615754984,8790.68541122996,7345.060467220096,13522.751600795116
2023-07-16,2023,7,28,443.1456305523638,98624.84833142103,13501.397583533982,16808.862310792847,39960.32982534284,45.731268354600736,7914.056829515956,22402.774369609964,12235.760304235848
2023-07-23,2023,7,29,279.9236233121144,155928.4770919358,19038.986479190415,10028.353817311316,37975.441331876165,50.84698115712831,17669.171791901405,36245.69713591728,13898.643690559782
2023-07-30,2023,7,30,147.99513869394696,210003.11520005783,22261.095432368667,17832.96187500149,5997.5704796078735,45.19043113152336,8845.852031518305,31043.546117325473,15754.76438507084
2023-08-06,2023,8,31,92.587227395545,318411.2010290353,21449.449148049163,18021.731239589033,54614.82042410967,72.75448219701931,14658.082130604322,11761.22737368474,20081.16033681998
2023-08-13,2023,8,32,301.62772357781,360230.9945071135,25569.493446080272,14541.042059434041,9497.669514226282,147.74458434848944,8111.3844650355095,16052.618367081675,22384.052584830897
2023-08-20,2023,8,33,248.37442656431028,103744.57200947653,18108.019838327666,18595.745005245113,24246.110876961764,43.91730651652603,12757.235464933965,10111.581154294367,15624.70660485341
2023-08-27,2023,8,34,287.13737440086146,195594.12235703075,18356.35810803349,16700.570829387754,4045.9235637562224,221.36913767506206,4896.688675050028,11177.519046751919,15107.879112131908
2023-09-03,2023,9,35,512.1836671103458,169487.1385726656,16211.358201241459,14360.565408242683,6283.597744716855,179.6716318390533,10416.161557404386,15612.27402339547,14075.60777718048
2023-09-10,2023,9,36,149.4426609902218,220410.9756393203,17157.716168938307,13697.271067948597,17291.24354794656,85.3030879116204,14122.338763042942,5834.372993158848,15106.531931590518
2023-09-17,2023,9,37,161.49060383695226,189492.059322888,16740.403830641637,19604.243384672216,11330.610546021746,46.729021770621856,7855.786529795578,7061.151331978809,14647.59237139089
2023-09-24,2023,9,38,556.3491360568302,204655.45873135794,14986.588486582099,11084.975968118264,8114.283840327326,119.09534515532363,11910.431343309734,6545.77423460252,14508.705235469453
2023-10-01,2023,10,39,101.7682744315393,149866.32274110458,25362.57333960299,19052.969176350103,7096.954011395579,173.8171528392586,3433.9197199600544,12530.847170998035,13343.915128986284
2023-10-08,2023,10,40,492.4129091807922,159091.62455108212,21790.49952668896,14364.112470062957,10668.385295297658,137.9614313259795,10243.902840700759,15534.123429628868,13099.126446952892
2023-10-15,2023,10,41,1118.5918707870992,138856.95669991343,30344.055920783598,12702.564855152747,15673.704579616608,65.0787290713788,5289.64839418029,14601.543639782369,12593.09773437044
2023-10-22,2023,10,42,63.44527433188786,304079.54093843256,19658.356827756215,8974.96797440932,10839.997768541924,146.17076549659154,12075.396878215133,8851.029148956513,16794.992124411183
2023-10-29,2023,10,43,233.46512757723497,240723.0181787622,22398.399347911876,18537.475236936796,19863.705740117068,110.96847246646993,6838.301006371068,10973.86995628121,17153.8158432894
2023-11-05,2023,11,44,539.5495070262167,208866.45393264928,15305.138795292183,16860.760560570896,25907.834176884513,128.3231175709864,15154.221221017116,14191.96969323071,16456.06887957961
2023-11-12,2023,11,45,620.0130281693621,147632.65418830156,19947.800781526475,14431.669006241327,25817.809098902984,178.51192536235868,12016.991519418612,4496.8903815596195,14143.919501610755
2023-11-19,2023,11,46,87.68494452861738,227631.8105476798,20246.60778624031,9296.034679718803,35294.47266652793,94.43753219440211,6852.994950139845,6745.003562322046,15670.912308763121
2023-11-26,2023,11,47,538.4297929716763,141002.54181435762,18785.37673512446,19139.22918566751,14791.635067212583,105.11702613621631,10248.08830239499,6708.758953783332,13736.832555301798
2023-12-03,2023,12,48,323.8149096245135,480520.3825271654,20614.176642354443,11504.012108985697,15727.15617129057,36.121529160459986,6795.5124746937245,9146.534163244949,22866.740951220472
2023-12-10,2023,12,49,103.52326016351962,163212.67275349842,17821.20689132122,16270.859300505821,15819.75109891402,88.45648753073293,9913.853672499945,3805.6002259716684,16953.833212333448
2023-12-17,2023,12,50,225.21622426405872,254585.1169282146,18775.214891540883,17809.669566821016,14123.399382440732,90.49232296824377,12697.560898955448,18574.831195541676,17794.45207368009
2023-12-24,2023,12,51,509.2889596347202,97245.02831868314,19140.06472976607,11597.033433201266,30092.439656015405,166.7178917735971,7458.443845322005,3281.8205309044465,13010.653661884136
2023-12-31,2023,12,52,79.10958117201406,154610.60415571806,28388.964643605766,18788.788026414655,8139.181590708258,70.31276859570465,9546.950748449737,14611.657301714513,13275.033117515712
2024-01-07,2024,1,1,357.65024647794655,275989.80633435596,29015.10113131902,19486.59437459837,14953.882619507884,38.790915285526026,8526.306118688794,16980.789745672617,17183.80086279458
2024-01-14,2024,1,2,270.470044011489,223214.09021369202,13054.612072547061,18614.9347452373,35046.58346690006,240.44907271887848,11992.639846231263,3511.7329880786706,16797.42966026316
2024-01-21,2024,1,3,396.3869969911524,98440.09719827604,21505.300554787304,18987.571606429337,41363.08292653267,133.89293022688028,14316.926671066336,13674.787460379375,13667.54177193567
2024-01-28,2024,1,4,246.57121339704622,464644.9023561349,15346.536653883546,14602.616408121128,47497.35792287113,159.07193055206298,12824.911916087533,21655.972493969293,23558.92938155839
2024-02-04,2024,2,5,301.12407431492323,161466.79115494512,17684.514766650456,20608.923450255876,18208.3679319856,48.33568238570347,11288.730872608276,4403.346044345608,17728.687172619193
2024-02-11,2024,2,6,150.72193154465165,98443.24440297956,28957.840358626927,18586.04748243332,25481.279098308565,142.28900918055996,12729.733853431553,6254.286821743686,13821.442124484569
2024-02-18,2024,2,7,118.33474916828611,152142.8864186919,21838.294548051857,11113.13059062533,22547.155049063567,228.2352959453962,14970.889110853203,2511.7022135917323,13316.539180336486
2024-02-25,2024,2,8,718.1194624020063,264564.3267413233,22210.647025121318,14110.250209964883,16764.515928688765,161.9510303025487,12227.228455502931,12443.081443823346,16755.904285264583
2024-03-03,2024,3,9,145.5384283035017,164568.08545943853,25667.49171785215,12164.146111232458,28461.70892481458,283.8073559433436,10052.531068942364,4415.384760828624,15049.392702444888
2024-03-10,2024,3,10,236.3684336077118,313205.25155590475,25127.013977157247,16447.01065784711,8389.350862887635,135.86246227916382,7391.97003234831,9105.718198330036,18682.73981725355
2024-03-17,2024,3,11,250.4492060872129,122380.07803270184,17083.574562794223,13138.996750668633,21834.406070602003,139.18932022355824,6415.164395848311,3955.504316417447,14067.90482932976
2024-03-24,2024,3,12,424.81264029177544,118048.86943719108,19846.888222159636,10894.329011137823,30123.57722085436,171.9972505752731,17045.14301361985,8325.768739877725,12510.4177044917
2024-03-31,2024,3,13,171.360021358527,150438.40741900905,29088.42562001804,16156.603795942385,20575.476222524412,154.39705974543136,12807.690271830914,11584.620210505738,13209.389671502473
2024-04-07,2024,4,14,205.09439336367893,176711.49571806166,25885.125699529766,24093.989761885885,26945.776710205875,411.83061794182663,5468.456686688008,6805.487405445074,14360.718253669376
2024-04-14,2024,4,15,483.18644542439125,149247.54676376618,19058.065787517848,13669.449966665981,18873.79046633958,122.94365498974842,11145.354523560181,7417.3655360508965,13368.63771223168
2024-04-21,2024,4,16,54.30752797419242,162220.73311067905,10002.01461894692,11121.136518536721,17677.56240057815,80.91806366739362,14268.420294228064,8797.804804915677,13075.757277046072
2024-04-28,2024,4,17,271.15021963199115,168915.49266014813,12696.50029602123,21196.89922649177,12243.175254715403,31.134336663574672,10785.85968107693,11389.867813954395,13476.449525128799
2024-05-05,2024,5,18,392.8541465794663,123867.37619780572,10087.89010576833,15452.559791716863,11112.026712359924,370.33491901810055,7877.284450961233,6124.981755828362,11722.127332698767
2024-05-12,2024,5,19,244.69826600216257,348138.41298572556,23165.31060555381,11664.31401306247,20699.983755568504,45.67292293292512,13413.441726891506,5163.00837462266,18118.06936566004
2024-05-19,2024,5,20,237.82744718853604,218351.31711637008,19424.896955833698,13504.661966761836,68625.67320079978,93.35886961324856,7283.043290314982,8046.925351974414,17788.532295225847
2024-05-26,2024,5,21,278.3501954928471,62855.93248245072,26758.276799293646,14322.716788603035,21368.724598531688,42.93130546793185,8807.968881896306,5995.470779213047,12510.622515526555
2024-06-02,2024,6,22,334.3854155821507,174079.01637951127,21565.74236478153,12033.000369776119,42928.777532251115,195.38582420537762,7962.32397843862,10303.932108205561,14009.268267561612
2024-06-09,2024,6,23,400.5019111679577,198829.0991952874,16403.536599749827,19655.794867983666,12148.374786287142,393.82023929555766,13905.744536854238,12425.456713947673,15101.904473452947
2024-06-16,2024,6,24,269.0025292236347,198413.86244875233,20290.076317971736,9234.488263046995,43626.839367939574,150.02509434499717,8606.0086663196,24791.31012923462,16006.20985815076
2024-06-23,2024,6,25,633.5120277731148,251924.09877107813,25411.483937330875,20489.869756236145,23362.283405166687,108.81818003008746,6621.731686501126,4263.199256908085,17618.31283001462
2024-06-30,2024,6,26,122.94150460896115,234850.82231643752,20092.258627423973,16110.904311086448,21248.752971015918,139.93799807689498,11056.57196017356,6720.118119255933,17450.472002648115
2024-07-07,2024,7,27,111.53438253409105,133044.62998128307,20929.659508901936,19068.654746368058,31451.867804458856,162.56949050077247,11613.01585670769,29858.527260168335,15271.771120996345
2024-07-14,2024,7,28,297.6908298174869,92996.79932014956,16117.093076517696,13611.68151892914,26598.078814176024,211.0375408268373,9598.97449971598,15171.139624234675,12384.347567563793
2024-07-21,2024,7,29,347.8487435927185,236350.4343366463,9684.93345650326,7947.756547121844,21537.188634724793,221.11038110479174,10255.855207989636,6103.061445826688,14819.275123511063
2024-07-28,2024,7,30,378.9903173080108,132248.8078938757,18951.04573868863,9621.253305465412,43936.288640732644,188.7327468005177,9063.33563479733,9826.04001783257,13462.366449233055
2024-08-04,2024,8,31,150.5033180016313,136731.46838183794,13566.489707230758,15502.754281832495,28682.28844482244,159.51996006238738,11612.114261288243,13243.85009103434,13061.055958419678
2024-08-11,2024,8,32,211.82076597232572,134936.16470059866,6864.374651743233,13775.267503026707,9602.731507078388,25.347489996846374,14274.78907717194,7911.7621327713,12092.841036483424
2024-08-18,2024,8,33,343.3899348809949,106321.28322743456,26856.34196964607,13714.176230639889,15254.084552249846,160.30586797905286,6951.608339551318,7951.933717821795,11234.440811868182
2024-08-25,2024,8,34,462.98138015612545,120455.28515206689,23923.091602144134,17599.330614468632,10220.818990233887,284.700933638287,13189.818113288367,2013.9443474161317,11174.00458927949
2024-09-01,2024,9,35,493.4443539163257,119806.08907485251,26665.59513363244,12950.959246229402,21295.294032245783,58.58943236355168,15174.397608602227,5748.275586404251,11339.87285812332
2024-09-08,2024,9,36,534.9350827647665,184790.17888839732,22596.635668537754,15035.697275634322,32581.48993174733,55.45613712644345,8356.863875709294,3121.5233452672455,13449.742434267604
2024-09-15,2024,9,37,256.8002003801794,171603.83243494763,9121.630533911457,12658.727612954872,18018.14286013428,71.01062663357266,10036.962724328609,6022.46972993305,13336.624166675352
2024-09-22,2024,9,38,550.9324350148877,115809.3680043835,22715.223150918464,11911.521059258495,18317.022267287848,177.18500352620944,10027.38460885708,5826.765458452758,11878.680586280489
2024-09-29,2024,9,39,374.65617824869264,166348.26871595587,24570.79151468281,15637.116642993728,42102.346037989715,206.31231351395252,7403.663206511843,4932.029773018782,13391.197892315287
2024-10-06,2024,10,40,478.232738060421,116756.37032826789,23351.156337338798,12381.884843434533,14038.000125390041,85.0185781593483,10968.10254155921,7048.461664072868,12027.944868842056
2024-10-13,2024,10,41,253.61298157156367,83891.4680825404,16268.221524095261,11735.221431705984,22183.834490265697,31.4410929195193,7717.444868989681,12027.312349108664,10479.470504284634
2024-10-20,2024,10,42,458.91163449809306,154296.76099352245,23926.096426223412,21376.48155447913,5572.343511242942,119.30471792819543,3988.4486487392396,4784.91194753801,11886.18075016205
2024-10-27,2024,10,43,179.02129751456746,108847.2392645608,12868.42770413355,11725.858147780891,28353.350376435694,75.3393000257883,10196.745895274933,10357.121509926861,11005.369682325323
2024-11-03,2024,11,44,429.3659699537296,216051.31709166558,18004.477519761927,21815.792126626544,28482.296667768598,61.14869238646773,12125.701272655975,3602.4612927009653,14276.864231597878
2024-11-10,2024,11,45,494.0142325055932,110220.40951959822,18123.287949755297,19659.037336922735,63697.94929795023,105.13367864896351,12034.118518939074,15602.685645077832,13419.893857922041
2024-11-17,2024,11,46,121.59515604698235,441343.49513210554,18243.09828239384,13749.426168454605,24013.788303939,49.86996285880495,9307.564310585502,5435.4077775755,21931.486124645086
2024-11-24,2024,11,47,134.49714251786875,229232.92803722445,9091.978598189873,14192.280880200764,39412.941393062654,187.52235907048413,7382.683679280752,5791.454866088169,18998.293392201696
2024-12-01,2024,12,48,698.2992537174998,194494.48737573123,23509.198020619664,13713.753107612492,24196.101632111837,228.95592990390568,6136.905512611458,10974.846207528328,16983.04218406726
2024-12-08,2024,12,49,235.34848685913514,194328.39099748543,13498.925580214094,20459.469661886087,17827.02672163895,129.89408129759363,14533.649194163072,8933.437449551451,16031.35265142541
2024-12-15,2024,12,50,1240.9740554131206,118095.6913819327,20645.448251586502,12704.603743479602,34913.93333866179,33.36676502210981,8015.900279081481,6578.241669958626,13405.27270690425
2024-12-22,2024,12,51,208.94623367458624,131982.5865932009,18304.00832751791,15372.133674607567,54641.10977174938,18.1539446332858,13185.98520745601,16489.67140290432,13588.237194831425
2024-12-29,2024,12,52,185.47520581920205,194372.53283136527,22279.03984002566,15766.322388279885,58141.16840354174,90.16352987159894,3594.3975537507495,6661.681666120993,15462.744978523657
2025-01-05,2025,1,1,405.98301550276017,284615.0212444156,12563.316361656032,16001.577374097702,32441.15689554586,28.810250960623872,13118.20723655445,16858.06143765981,18699.073403396495
2025-01-12,2025,1,2,763.5533540872669,91137.33995144241,9283.60987764866,16948.427040313432,40910.753560256155,232.33477568359643,4315.35198194857,5974.406560208551,13829.74765594449
2025-01-19,2025,1,3,504.02834093690717,229398.2721167735,21310.02398209131,15169.956344565411,8482.196694463246,121.11425033206488,7902.255966943335,7288.908474892458,15652.36017158435
2025-01-26,2025,1,4,73.0594515385772,156880.90072444023,19313.713630247315,8933.912701732748,32674.002010019172,188.17389580673486,9556.479113092957,5879.099096248334,14220.775377400201
