date,year,month,week,tv_grps,digital_video_views,paid_search_clicks,sms_campaign_volume,call_center_outreach,weekly_sales_units
2023-03-19,2023,3,11,128.99161728017697,193775.89921452684,25473.593826624383,49353.09097259283,15656.983982052736,999.1418235137932
2023-03-26,2023,3,12,160.86752884862918,368386.56976398494,20577.197272455753,56770.17556726337,18890.592275760813,1099.8494160911532
2023-04-02,2023,4,13,147.22592452312716,95532.75185549585,27520.537063024756,55181.71060952125,17718.71647562932,1252.5560197437278
2023-04-09,2023,4,14,91.90465978747878,90115.9102620938,19457.37651558196,38552.956392407286,18403.43007756251,944.692981037317
2023-04-16,2023,4,15,113.62831402194729,103765.22935321191,19378.399547972847,38473.377138769385,18224.925147066235,921.2650741612373
2023-04-23,2023,4,16,109.52092742882775,210554.26701214546,32110.171182605038,52543.0976919225,26221.667233286124,950.2086327603998
2023-04-30,2023,4,17,45.74908725672492,142243.5318659932,20730.560021172623,60953.3696313978,25955.026416999466,1097.5822938371718
2023-05-07,2023,5,18,190.6314258789576,194610.45078854248,28236.43368944354,61050.47894239077,26777.552848677755,1301.453439968738
2023-05-14,2023,5,19,89.00066162012608,121743.67092613279,22672.14048844957,40847.808943448035,26730.636793477133,822.2111472460642
2023-05-21,2023,5,20,109.14598845259344,158836.76600744948,20877.700253926287,50790.63771704843,16893.3797163833,1134.416358541431
2023-05-28,2023,5,21,158.47623655094225,171603.71642442595,19555.4449059704,46679.65622182352,19335.468841711947,1093.2964378061754
2023-06-04,2023,6,22,130.15031208932658,154873.10600241268,17027.318518788372,48139.1373835479,16233.174890905251,1135.453975244544
2023-06-11,2023,6,23,172.46692342375627,137399.19916839033,29249.219592080684,45115.694743774366,23223.08559216028,1177.4332529338694
2023-06-18,2023,6,24,110.89715150931522,158688.31776389066,25655.15053240367,57949.98592901443,21320.46533229499,1076.7131927004834
2023-06-25,2023,6,25,149.165490799997,164858.7457578367,18722.937941668515,59083.14313777159,16085.934194021125,1303.3987370899608
2023-07-02,2023,7,26,178.11311566779187,201708.57169334876,24532.554740755895,61212.80498220633,20383.89664762094,1163.7685949909014
2023-07-09,2023,7,27,128.35306674790016,253825.4447491992,24718.499730935444,48940.507939248506,25827.450352352345,976.4605166208305
2023-07-16,2023,7,28,43.61075751329018,105681.75309828426,30958.184302785525,43504.75235649415,25224.764396260718,1188.106926066481
2023-07-23,2023,7,29,256.00262086177327,75573.26009275475,18832.886025406857,59953.07956789604,22444.111708245557,931.4417460817093
2023-07-30,2023,7,30,167.93504125026328,170340.22441533592,31333.44656285429,65324.91803262801,16739.659583991343,913.4968151184223
2023-08-06,2023,8,31,199.06384049031283,124798.83495823185,33670.934200777265,47182.98826573335,18186.13023800277,957.2364818242413
2023-08-13,2023,8,32,187.26410563871084,118472.60199173904,18428.486544752286,51467.26145028969,24230.242105037953,1060.091658604706
2023-08-20,2023,8,33,221.72929469318717,109262.23393716959,12894.711444543711,40704.841637381105,21982.92503814586,1186.0337010778326
2023-08-27,2023,8,34,130.73531053235362,172933.5543698999,25453.361934795474,59955.90597908513,23843.07632696457,1133.1510066597436
2023-09-03,2023,9,35,202.82041949227843,91759.48026710759,19799.2679545255,59407.940107584174,19194.659859185555,894.972530374131
2023-09-10,2023,9,36,168.99212550734038,237239.4471627305,33494.371307482914,54969.16717173545,17877.88773732987,937.3397880065281
2023-09-17,2023,9,37,125.45432139983747,241264.37997366706,17926.71763314688,61644.14066893796,22550.201633501467,1060.23954413678
2023-09-24,2023,9,38,124.7151713791001,252474.14663169658,27998.782234405026,65571.69526576812,25771.324584630518,910.6108805631384
2023-10-01,2023,10,39,172.3894432483655,124505.14938140042,20466.557267293276,43378.58385768806,12949.809493161303,951.663448624689
2023-10-08,2023,10,40,142.35839936032158,190920.12265365006,40400.19724545643,45363.708379706004,15390.009570299278,1029.098660645567
2023-10-15,2023,10,41,154.4965300944577,128722.61154377743,23139.461688806157,63565.52391896692,16885.84119364023,1195.4610438084542
2023-10-22,2023,10,42,154.48974603443347,196707.23872594326,21365.837470477993,44693.83747091931,27467.33470680867,790.8496733700622
2023-10-29,2023,10,43,182.14081658588844,275357.914524972,28973.57911598792,53279.182708311186,21786.705092021606,866.995671433122
2023-11-05,2023,11,44,205.4112516806599,114136.57899646505,16726.16463827144,51771.439277833764,17548.488204118727,1059.9378879341732
2023-11-12,2023,11,45,119.16702949068653,198072.62473209546,21914.018823054146,59392.59301173741,22024.7958690476,983.971076783884
2023-11-19,2023,11,46,177.8934656079017,107258.3727690172,28320.07047119939,43461.80707134675,12254.811318582575,1172.358684784679
2023-11-26,2023,11,47,137.9617222084544,298494.11119086284,18578.968245917626,78351.4417881457,20807.941770675934,855.1964268075966
2023-12-03,2023,12,48,124.93576915715154,153886.59287986392,23744.873930280177,43518.64014577458,14124.027730774476,1207.989967652473
2023-12-10,2023,12,49,138.45471192031593,208699.48891084854,28071.378841831935,42903.13883437494,24143.586537406987,1104.3596902227225
2023-12-17,2023,12,50,103.70583224533134,323385.2999825782,19659.937371392592,52874.933405338015,17399.384871819202,1016.9567132578322
2023-12-24,2023,12,51,192.87267868589112,88948.13381770585,40332.97276728724,55471.172978815215,26768.370215894207,1280.4370652986381
2023-12-31,2023,12,52,147.93897618672503,141781.49599192783,22435.196033103544,67549.50594197949,19346.04625750902,1152.585590954463
2024-01-07,2024,1,1,139.8572880237595,148841.2433748236,23127.235100094924,48283.74809720823,24819.298497559186,1125.5829117319333
2024-01-14,2024,1,2,106.0401506805131,287996.613271264,19280.293157560794,34022.48367736603,22632.163372239,1060.8154380977514
2024-01-21,2024,1,3,169.23662911009905,83779.71860099591,26313.78289983962,50157.96188112188,24807.728815725313,971.7204370280492
2024-01-28,2024,1,4,115.00406213699115,208535.9125828583,22217.261965904072,51503.006643977715,19707.98262639776,1191.0988464555412
2024-02-04,2024,2,5,119.01363036895148,111699.80703332939,22334.067924268642,38199.39222885604,24020.13595379384,870.5660100799563
2024-02-11,2024,2,6,195.0934838502353,153655.89885509954,19067.412063496064,60423.79412055503,13224.486781143783,1098.8478657377948
2024-02-18,2024,2,7,177.6287290118548,120001.37871292104,25852.01367198155,69441.25511785841,14937.6699475112,951.4165804746874
2024-02-25,2024,2,8,173.66364452779314,160347.78207470858,35850.467143240785,53465.35021863171,17825.696664749456,891.9654521955327
2024-03-03,2024,3,9,176.29064904273167,137724.75571962234,17665.22085010725,49776.22325434185,32424.929744415935,1207.5864783679338
2024-03-10,2024,3,10,94.83842084381854,262766.7996872685,21873.588081389807,62141.91243815024,11821.449832909095,1277.3547648535814
2024-03-17,2024,3,11,169.9939774457113,100822.57543001638,25914.315135154156,73189.71041582184,19689.81399473232,1134.517585671867
2024-03-24,2024,3,12,166.1045428162138,197734.42529663088,21809.792645892678,37056.62233445667,22530.109046034275,882.9240565751753
2024-03-31,2024,3,13,145.83295985978023,186645.86188733406,23214.622943279333,31250.020955710894,15794.23981099418,1039.5658022908615
2024-04-07,2024,4,14,139.90330200917438,232323.80262614798,26663.984451163047,57477.60225191471,17992.061457066306,1066.2942665305238
2024-04-14,2024,4,15,148.6262153406021,174831.9648579324,22900.17792207028,51446.60375195124,20676.630478711544,1389.867707894401
2024-04-21,2024,4,16,169.56871950024978,156109.849485349,23726.952892811165,32818.0787731961,16078.714464838027,787.2235848193837
2024-04-28,2024,4,17,67.85855536527292,175199.95657526993,12283.39504142099,57476.00389191719,15159.559579447165,1111.764035626617
2024-05-05,2024,5,18,184.8812723899522,117688.62778802705,26476.763671171007,51226.55498051748,22824.44594495219,992.8049487978474
2024-05-12,2024,5,19,116.95515028299636,193237.22232544373,18875.062236453345,47358.16295495765,32956.1787805933,1131.279350673366
2024-05-19,2024,5,20,172.7326244540456,173146.66327531124,29264.17675926604,24463.010017128745,23178.513878862363,1230.0177708848576
2024-05-26,2024,5,21,270.3536982227813,186641.42634680227,26233.87837896081,43427.44710241254,12555.736915393049,963.3825529602027
2024-06-02,2024,6,22,139.21376604692543,69319.94610915663,24827.65756775933,44341.838474039316,18183.718679847712,858.7364127694735
2024-06-09,2024,6,23,213.26886599167352,221390.26057059097,25513.461364075567,48904.303011352706,18798.211954248345,1034.4154385565007
2024-06-16,2024,6,24,159.64227481871458,291232.73823478655,30008.286780828956,40642.78995083497,17036.69556397906,1149.111482916605
2024-06-23,2024,6,25,153.98009271525785,265721.8970210131,21558.46191269189,46274.42225699863,17243.44312239486,817.4701302972668
2024-06-30,2024,6,26,114.97494366733211,94758.63220774484,22787.81720865817,51382.991499472424,23895.35934294027,1283.4669876928665
2024-07-07,2024,7,27,130.05165750282632,483622.4197570793,39696.903877644654,39337.31547530482,23542.45349602265,974.1251510665546
2024-07-14,2024,7,28,156.85864376763533,141923.70095285214,20759.76590078333,53998.31755226194,19270.78307728858,1246.5123194452838
2024-07-21,2024,7,29,84.39204097354497,102918.95329867839,21684.327149128458,58039.10154323308,21006.32937677296,1175.2989139397885
2024-07-28,2024,7,30,151.1697540672131,349092.6157748823,28420.402358128067,44571.19916246742,21897.748422880544,1115.6854285695924
2024-08-04,2024,8,31,251.012932738332,143878.30653278617,26081.198890672615,56575.253928008504,21230.694141123015,1156.9145890523805
2024-08-11,2024,8,32,99.48360973518294,84418.92684534613,18259.449362549556,53526.30878434235,26735.08340457981,996.0245585028848
2024-08-18,2024,8,33,93.80668394326963,251752.64565739536,26106.952058878003,40621.6250524559,19223.599328975753,877.3088929538834
2024-08-25,2024,8,34,94.81167161699963,163212.61084915153,23751.69349527749,62865.38198469154,19505.656051566624,1281.214498486597
2024-09-01,2024,9,35,121.47387172370411,108809.75920652029,14463.258788707877,36579.69298370072,26574.08303027914,1050.2788803674946
2024-09-08,2024,9,36,158.72622997163052,186666.016571829,25792.317626561766,58441.04153744275,25958.736711919697,1193.626153982481
2024-09-15,2024,9,37,202.57498684553326,109407.59442718166,17101.629375840937,52382.9656010468,16400.686650424996,1445.0613099534676
2024-09-22,2024,9,38,133.29078555405155,251373.101810388,20192.331974639423,62013.24686824847,14468.904935534245,749.3426010389442
2024-09-29,2024,9,39,157.22184388453553,352843.73226048524,11007.98761356338,59595.06055096237,19024.261290057875,761.5549692291058
2024-10-06,2024,10,40,170.4583804780683,147404.2525406241,20049.37454273528,71252.83892205384,15208.76184101544,983.8183595435022
2024-10-13,2024,10,41,138.34876164248413,105042.35210485745,28936.983393660117,39974.307194410045,20367.146837229357,1116.7096948775948
2024-10-20,2024,10,42,116.63752185560834,115654.25413759646,13262.839140742692,51279.12463069442,24835.644827987224,725.6861379499625
2024-10-27,2024,10,43,180.3787819694423,182215.24772999762,22782.54259104566,49512.061319191926,13613.6893835553,1164.458187809203
2024-11-03,2024,11,44,118.24160112068782,123181.79011880276,22084.47630848835,64770.37722957101,29941.70690179688,962.5802466248283
2024-11-10,2024,11,45,136.16699507221307,81896.04911830596,15529.518891783437,49294.97369202626,29140.36288961881,1148.0269611966123
2024-11-17,2024,11,46,168.5969373266575,153622.04472933355,20871.12976532369,38669.47066425851,18435.336231198256,1174.4694094194692
2024-11-24,2024,11,47,109.60340523094243,184685.82216208888,15648.884485382821,75633.63025537673,17292.312853260773,911.3900886572164
2024-12-01,2024,12,48,95.09266780489736,211974.09811962835,20938.13747036868,41475.666773359655,28205.159968054835,1289.654868477347
2024-12-08,2024,12,49,154.06049719194473,114116.2423586256,15700.825529667583,54882.78958191888,9960.08175412779,1105.2049615423964
2024-12-15,2024,12,50,121.19992048161795,303025.6156940323,18848.895457458068,59710.36369140588,19071.791866324686,1113.5733368353574
2024-12-22,2024,12,51,169.66443903676176,194427.82765132855,14169.134419438586,41607.217071583786,19779.293374380868,1005.900469162508
2024-12-29,2024,12,52,106.24056170068346,187626.4936086436,15084.667429878456,63503.87201671409,19941.914178903025,1096.7216817905805
2025-01-05,2025,1,1,168.69885332586145,158076.97754750375,21705.656384151658,60334.965989858225,20714.114074940648,1147.0529575965693
2025-01-12,2025,1,2,98.9525926782108,95963.79776676155,27149.37786888692,43690.16346120219,29594.276128210025,994.8174647125861
2025-01-19,2025,1,3,147.74141748507077,171281.9179084321,19632.01505817322,54130.02891126276,10682.877697615473,1121.836459614631
2025-01-26,2025,1,4,76.47854572572622,155116.0234484144,22321.840723213503,44899.20140245786,23815.5845328873,634.5075559014379
2025-02-02,2025,2,5,188.9948940790284,205964.86527244688,15077.614644536932,59777.0462699613,19050.14300781073,920.9660433240297
2025-02-09,2025,2,6,144.0959442303774,196407.58867074715,18948.425560101823,71173.16913736204,25454.424854448825,1093.276624943918
2025-02-16,2025,2,7,158.0647979295683,144194.99957479243,13536.704444881545,42789.13960520949,25304.372633541396,910.2552809414373
2025-02-23,2025,2,8,155.58935960307002,221079.57812534276,22143.987347927017,54060.04622799394,14259.859150355911,916.7782248680812
2025-03-02,2025,3,9,139.93869520340135,151010.48247322248,15777.099129817407,52680.71195847654,28545.56563632787,1085.6012444551227
2025-03-09,2025,3,10,130.88529598012923,140794.66173856263,22905.711390141278,55462.6449196718,25087.756132501036,1107.7721694134805
2025-03-16,2025,3,11,75.92776665330119,123237.18664851593,20384.755734828315,39810.28141447924,17441.424508214932,1105.270829044557
2025-03-23,2025,3,12,134.5661665596584,82655.9327193753,20039.0847486421,76346.30147245714,6551.071166286011,1128.6164729067602
2025-03-30,2025,3,13,108.5554230939766,113872.46748740035,12011.366198542444,26797.138133774875,23290.405148223686,926.1091499559612
2025-04-06,2025,4,14,190.77079608086282,161060.07478096447,26138.658260036704,54154.856619331644,21350.365018246925,1038.3100972715233
2025-04-13,2025,4,15,156.09379915549619,127463.71625027925,16995.90501199014,58154.081097229886,25573.638946855528,901.970053186519
2025-04-20,2025,4,16,140.15497321920878,104824.55308396585,18757.981294703626,56716.60155623618,18672.8424461655,1310.1602322257918
2025-04-27,2025,4,17,96.66647367835262,136009.14085655683,21214.71275328918,51956.08363905083,18908.25403189357,1037.5248815940508
2025-05-04,2025,5,18,142.5957280943393,69339.01343382576,17344.195494464006,35049.06922249654,22185.457512054614,1181.4687495841983
2025-05-11,2025,5,19,245.23023381871107,77772.15764222888,15686.35640146304,59735.633811732376,17087.444071593072,830.9161150261324
2025-05-18,2025,5,20,176.4999585718197,99653.8388238265,28701.533614542393,43802.85156725903,13957.23081088842,1056.6085409732375
2025-05-25,2025,5,21,216.8166616063975,99238.13205350123,28802.120214098835,57233.12007718244,13669.022381391334,1028.2767041565721
2025-06-01,2025,6,22,167.91628016102217,169834.27010982463,36715.802007653714,44037.47603025441,14964.279787266158,858.4023232389885
2025-06-08,2025,6,23,171.78422541602714,120947.27002308932,25827.056882141234,43853.57157609308,19752.16057806942,981.1562003671968
2025-06-15,2025,6,24,150.9160368699678,173457.33636599316,19556.051639389138,49378.5091656896,17809.012772063605,1255.2715831826533
2025-06-22,2025,6,25,132.6097158031392,137494.91928367692,23889.164301781515,52001.59091329345,20862.192096073624,1048.1224370483567
2025-06-29,2025,6,26,136.4070968135128,287108.2495313565,15543.669324339122,34559.52503806287,14300.909301810745,917.2470729275949
2025-07-06,2025,7,27,107.42771043440231,112030.89978847766,28935.69653151967,56850.59659023813,20862.636391557746,912.3876342380277
2025-07-13,2025,7,28,142.13123106650272,220338.7476344521,18184.658561835095,30236.579802112356,22290.59683158731,738.4120271069507
2025-07-20,2025,7,29,143.75943859212188,145683.86724175818,24077.906887192126,36175.24420238919,22589.040578841,1022.2751478010681
2025-07-27,2025,7,30,143.2639576444542,183718.63084367706,37661.20225779745,46072.19537208303,16336.01508088775,972.0468660083352
2025-08-03,2025,8,31,124.95700438615076,153229.4674198111,20257.38236843613,47911.46404598006,21255.742346405652,1043.0250965531689
2025-08-10,2025,8,32,121.23461434899623,145605.1991207141,17913.971171029265,64409.73502685424,19500.721715860018,1076.1331189427924
2025-08-17,2025,8,33,81.78277541098052,162368.7045227408,34475.054171290125,54302.19045733428,15284.858482318803,1053.8671450372146
2025-08-24,2025,8,34,176.30895478312542,196808.05236938564,25046.621764547064,46277.47895292963,21376.64146018127,965.2575492038558
2025-08-31,2025,8,35,156.3630024826897,146319.20167705457,28659.580894853552,42304.84343727175,20466.847193282905,959.6386504252973
2025-09-07,2025,9,36,156.68998082989197,253360.2829623126,20540.61259652736,46215.83955991245,20847.464337104477,1102.8480550494842
2025-09-14,2025,9,37,165.9533441011847,161508.3559683769,16605.631988632656,46836.689517328596,23296.402284840962,959.1628672091867
2025-09-21,2025,9,38,159.06625477259345,121254.15201858255,22169.10179879035,66615.09252665695,16093.770158461142,1179.174826540954
2025-09-28,2025,9,39,216.49885972485148,183784.03685728996,20865.72236428653,42401.699592100966,19039.17727679827,1185.989393792977
2025-10-05,2025,10,40,143.1656157254734,82743.93647633537,22454.599903906947,53080.214361950086,15389.85073018744,1306.4096629864077
2025-10-12,2025,10,41,182.91684146902895,185271.72410173973,32282.660359863003,64369.09998128804,9475.674061817723,971.1136454011191
2025-10-19,2025,10,42,188.3409644352487,153088.95604274637,38535.40620838593,57458.13893323066,25058.87471693552,1084.337649490577
2025-10-26,2025,10,43,221.44319182177398,286595.6071222505,38378.91133567195,62606.10776732726,13812.470222562833,1138.6148143538644
2025-11-02,2025,11,44,145.8313732718441,151808.63806878478,14346.638345877633,73300.51506298524,21337.135481953617,1228.0540240707644
2025-11-09,2025,11,45,128.2377175850276,133858.8757773571,27376.1024776696,57058.232758915394,19752.061740486493,939.565645270759
2025-11-16,2025,11,46,124.09795789743063,124913.13726064819,20650.587639613128,58720.98888141022,13757.218639102188,1134.1425018527386
2025-11-23,2025,11,47,150.4439758066997,116736.31578145515,18556.07423400337,53155.24350127908,13076.403545048637,1081.4618780557455
2025-11-30,2025,11,48,172.70565856527142,89241.64831222786,23639.310265765896,43137.309629930474,14327.073168978344,935.5167550722679
2025-12-07,2025,12,49,224.38461139795203,228541.3037274589,26177.32144385573,35857.23907285582,17812.7624625788,1071.3334339032551
2025-12-14,2025,12,50,173.9818743322763,210726.86836470512,21769.81303354323,22194.250102051872,20234.96449271256,1113.9815464890046
2025-12-21,2025,12,51,169.67938944081175,221525.47665798984,22951.08655176843,59708.96668696049,27567.4977373911,997.8897648397843
2025-12-28,2025,12,52,190.5503106521323,118350.1377541679,22614.917450411984,40036.70513245202,16221.76193334019,1093.1775443302472
